DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
 RECLAMO JUEGO EN PEDAL DE EMBRAGUE  CAUSA JUEGO EN PEDAL DE EMBRAGUE  SOLUCION SUSTITUIR BOMBA Y BOMBIN DE EMBRAGUE,CLUTCH SYS TANK AND PUMP,DEFECT,KIT-HYDRAULIC CYL,1.0,153.97, CLAIM  PLAY IN CLUTCH PEDAL   CAUSE PLAY IN CLUTCH PEDAL   SOLUTION  REPLACE CLUTCH PUMP AND CYLINDER,{},N/A,N/A,N/A,N/A,N/A,N/A
 COMPLAINT foutmeldinge.  CAUSE foutieve parameters in motorstuurdoos  CORRECTION uitlezen van fouten. e-tijd voor controle stekkers en bedrading en sensoren uitlaat. geforeceerder regeneratie uitgevoerd. ok,ENGINE DRIVE CONTR.UNIT,DEFECTIVE CONTACTS,ECU-ENGINE,0.0,90.74, COMPLAINT  error message.  CAUSE  incorrect parameters in motor control box   CORRECTION reading of errors. e-time for checking plugs and wiring and sensors exhaust. forced regeneration performed. OK,{},N/A,N/A,N/A,N/A,N/A,N/A
 INCIDENT VOYANT ALLUME  CAUSE NIVEAU BAS  SOLUTION RPL.LIQUIDE REFROIDISSEMENT VIDANGE,RADIATOR,LEVEL INCORRECT,PARAFLU11 CONCENTR.,3.0,20.31, INCIDENT  LIGHT ON  CAUSE  LOW LEVEL   SOLUTION RPL .COOLING LIQUID DRAIN,{},N/A,N/A,N/A,N/A,N/A,N/A
REKL KASTENWAGEN HECKTüR LINKS EINGERISSEN GRUND TüRSCHARNIERE BLOCKIEREN UND TüR ZU SCHWACH KORRECTUR ERSETZT,REAR VAN DOORS,CRACKED,DOOR HINGE,11.0,1772.22,REKL  VAN REAR DOOR LEFT TORN  REASON DOOR HINGES BLOCKED AND DOOR TOO WEAK  CORRECTION  REPLACED,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA KONTROLKA HAMULCOW  CPRZ PRZEBICIE W INSTALACJI ELEKTRYCZNEJ  KORECTA WYMIANA CZUJNIKA KLOCKOW,PAD WEAR SENSOR,SHORT CIRCUIT,BRAKEWEARINDIC.EL.,1.0,50.93736, COMPLAINT  BRAKE INDICATOR   CPRZ BLOCKAGE IN ELECTRICAL INSTALLATION   CORRECTION  REPLACEMENT OF THE PADS SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA wyciek oleju pokrywa tyln most  CPRZ deformacja pokrywy mostu-wada fabryczna  KORECTA Wymiana pokrywy tyln mostu,AXLE CASING COVER,DEFORMED,COVER,3.92,116.886317, COMPLAINT  oil leak covers rear axle   CPRZ deformation of the bridge cover - manufacturing defect   CORRECTION  Replacement of the rear axle cover,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT støjer fra bagaksel CAUSE fjederbolte sidder fast i bøsninger og to bolte knækket CORRECTION alle fjederbøsninger a/p og kontrolleret og løsnet, samt 2 
monteringsbolte udskiftet",KNUCKLE PINS+BUSHES,NOISE,SPRING SUPPORT,4.0,280.069705,"COMPLAIN  noise from rear axle CAUSE  spring bolts stuck in bushings and two bolts broken  CORRECTION  all spring bushings a/p and checked and loosened, as well as 2 
mounting bolts replaced",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT VERIFICAT PIERDERI ANTIGEL CAUSE FURTUN CALORIFER BORD DEFECT CORRECTION INLOCUIT FURTUN CALORIFER BORD,HEATER PIPES,DEFECT,HEATING TUBE,3.0,210.259842, COMPLAINT  CHECKED ANTIFREEZE LOSSES  CAUSES  DEFECTIVE BOARD HEATER HOSE  CORRECTION REPLACED BOARD HEATER HOSE,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL FEHLERMELDUNG ANHAENGERSTEUERUNG  GRUND FEUCHTIGKEIT ANHAENGERSTECKDOSE  KORRECTUR DIAGNOSE, ANHAENGERSTECKDOSE ERN",MULTI-CONDUCTOR PLUG,WATER INFILTRATION,WIRE/CABLE,1.0,130.09," REKL  TRAILER CONTROL ERROR MESSAGE   REASON MOISTURE TRAILER SOCKET   CORRECTION  DIAGNOSIS, TRAILER SOCKET ERN",{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET araç kalkarken aşırı titriyor.
geri geri gelirken araç çok sarsıntı yapıyor. NEDEN yapılan incelemelerde aracın volanının göbeğinde boşluk olduğu bu 
boşluktan dolayı araç kalkarken sarsıntılı kalktığı tespit edilmiştir. YAPILANIS volan değiştirilip arıza giderilmiştir.

volanın göbeğindeki boşluktan kaynaklı balans yapmaktadır. balanstan 
kaynaklı hareket esnasında sarsıntı oluşturduğu için volan değişim 
yapılarak arıza giderilmiştir.",FLYWHEEL ASSEMBLY,INCORRECT CLEARANCE,FLYWHEEL,1.0,441.355263,"TEMPERATURE  the vehicle is shaking excessively when taking off.
The car shakes a lot when reversing. FROM WHERE  According to the examinations, there is a gap in the flywheel hub of the vehicle. 
It has been determined that the vehicle starts jerkily when taking off due to the gap. PROCEDURE  flywheel was replaced and the problem was resolved.

It is balanced due to the gap in the hub of the flywheel. from balance 
The flywheel should not be replaced because it creates vibration during the resulting movement. 
and the malfunction was resolved.",{},N/A,N/A,N/A,N/A,N/A,N/A
TIPO DANNO ANS 24H DOSSIER 8001762731 CAUSA ANS 24H DOSSIER 8001762731 CORREZIONE ANS 24H DOSSIER 8001762731,ANS 24 HOURS,MISCELLANEOUS,RUBBER SLEEVE,0.0,307.32,TYPE DAMAGE  ANS 24H DOSSIER 8001762731  CAUSE  ANS 24H DOSSIER 8001762731  CORRECTION ANS 24H DOSSIER 8001762731,{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET Aracın arıza lambası yanıyor NEDEN Yapılan kontrollerde aracın egzost sıcaklık sensörü kısa devre yaptığı 
tespit edilmiştir. YAPILANIS Egzoz sıcaklık sensörü değişti arıza giderildi",TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,47.479824,"TEMPERATURE  The vehicle's fault light is on  WHY It was determined that the vehicle's exhaust temperature sensor was short-circuited. 
has been detected. PROCEDURE  Exhaust temperature sensor changed, fault resolved",{},N/A,N/A,N/A,N/A,N/A,N/A
" TIPO DANNO Spia porte aperte sempre accesa - Portellone lat cade in apertur - S/r port. lat. per sost. delle parti daneng. e tentativo di quadr atura, lavoro non riuscito il veicolo Å stato inviato in carrozzeria  CAUSA Portellone lat.cade in apertura  CORREZIONE S/r port. lat. per sost. delle parti daneng. e tentativo di quadratura, lavoro non riuscito il veicolo Å stato inviato in carrozzeri a",VAN SLIDING DOOR,DEFORMED,SLIDING DOOR,8.0,596.59," DAMAGE TYPE  Doors open light always on - Side door falls when opened - S/R door. lat. for subs. of the daneng parties. and attempted squaring, work was unsuccessful, the vehicle was sent to the body shop  CAUSE  Side door opens   CORRECTION  S/R port. lat. for subs. of the daneng parties. and attempted balancing, work was unsuccessful, the vehicle was sent to the body shop at",{},N/A,N/A,N/A,N/A,N/A,N/A
SKARGA KLIMATYZACJA NIE DZIA A CPRZ ZWARCIE W PODRZEWACZU ODMY KORECTA WYMIANA PODGRZEWACZA ODMY,BREATHER PIPING,SHORT CIRCUIT,SUCTION LINE,1.0,69.64421,COMPLAINT  AIR CONDITIONING IS NOT WORKING  CPRZ SHORT CIRCUIT IN THE PREMODEMENT HEATER  CORRECTION  REPLACING THE ODMY HEATER,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL KLIMAANLAGE, BELEUCHTUNG HEIZUNGSBEDIENTEIL, START-
STOP-AUTOMATIK OHNE FUNKTION GRUND SICHERUNG DURCHGEBRANNT KORRECTUR SICHERUNG ERNEUERN",AIR CONDITIONER,DEFECT,FUSE,1.0,46.57,"REKL  AIR CONDITIONING, LIGHTING HEATING CONTROL PANEL, START-UP
STOP AUTOMATIC WITHOUT FUNCTION REASON  FUSE BLOWN  CORRECTION RENEW FUSE",{},N/A,N/A,N/A,N/A,N/A,N/A
" RECLAMO FALTA POTENCIA  CAUSA ANOMALIA INTERNA EN DEBIMETRO  SOLUCION DIAGNOSIS, REVISAR VEHICULO Y PROBAR EN CARRETERA, HACER DIVERSAS PRUEBAS DE RENDIMIENTO, REVISAR CABLEADOS, ETC, SUSTITUIR DEBIMETR O",AIR FLOW MEASURING UNIT,LOW OUTPUT/EFFICIENCY,METER AIR FLOW,1.0,120.11," CLAIM  LACK OF POWER  CAUSE  INTERNAL ANOMALY IN DEBIMETER   SOLUTION DIAGNOSIS, CHECK VEHICLE AND TEST ON THE ROAD, DO VARIOUS PERFORMANCE TESTS, CHECK WIRING, ETC, REPLACE DEBIMETER OR",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA UTRUDNIONE WYBIERANIE BIEGéW - ZGRZYTY 3-4-5 
BIEG (WPA 106077223) CPRZ ZACIERAJACE SIE PRZESUWKI WYBIERAKA SKRZYNI 
BIEGOW POWODUJA PROBLEM ZE ZMIANA BIEGOW 
(WPA 106077223) KORECTA WYMANA SKRZYNI BIEGOW (WPA 106077223)",GEARBOX INTERNAL CONTROLS,BLOCKAGE,GEAR SELECTOR,3.5,1371.006712,"COMPLAINT  DIFFICULT TO SELECT GEARS - GRIPPING 3-4-5 
GEAR (WPA 106077223) CPRZ  TRANSMISSION SELECTOR SLIDES ARE SEIZING 
THE GEARS CAUSE A PROBLEM WITH SHIFTING GEARS 
(WPA 106077223) CORRECTION  GEARBOX REPLACEMENT (WPA 106077223)",{},N/A,N/A,N/A,N/A,N/A,N/A
"KLACHT Voertuig staat in Marknesse, motorstoring en geen vermogen OORZAAK Software ECU motor niet conform waardoor het roetfilter verzadigd is CORRECTIE Claimdeel betreft reistijd en Km's (92 Km in totaal)",ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,72.0,166.05,"COMPLAINT  Vehicle is in Marknesse, engine failure and no power  CAUSE Engine ECU software not compliant, causing the particulate filter to become saturated CORRECTION  Claim part concerns travel time and km (92 km in total)",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL MIL LEUCHTET  GRUND PM SENSOR DEFEKT  KORRECTUR FAHRZEUG AUSGELESEN,GEFUEHRTE DIAGNOSE LAUT E-TIM DURCHGEFUEHRT,PM SENSOR ERNEUERT",PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,11.0,275.25," REKL  MIL LIGHTS UP   REASON PM SENSOR DEFECTIVE   CORRECTION  VEHICLE READ, DIAGNOSIS PERFORMED ACCORDING TO E-TIM, PM SENSOR RENEWED",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT støjer fra bremser CAUSE bremsekalibre går stramt, klodserne er hårde i overfladen og der er 
riller i bremseskiverne CORRECTION bremser testet, bremsekalibre a/p og løsnet, renset og smurt, , skiver 
a/p og slebet ned i overfladen og klodser a/p raspet af i overflade, så 
det hårde er forsvundet",BRAKE PAD,BLOCKAGE,BRAKE SADDLE,0.0,216.487936,"COMPLAIN  noise from brakes CAUSE  brake calipers go tight, the pads are hard on the surface and there is 
grooves in the brake discs CORRECTION  brakes tested, brake calipers a/p and loosened, cleaned and lubricated, , discs 
a/p and sanded down in the surface and blocks a/p rasped off in the surface, then 
the hard has disappeared",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA SLABY HAMULEC RECZNY, NIE TRZYMA  CPRZ KONTROLA USTERKI. ZAPIECZONE LINKI HAM.RECZNEGO-ZABLOKOWALY ZACISKI TYL NA DZWIGNIACH RECZNEGO  KORECTA WYMIANA LINEK I ZACIKOW TYL.WYMIENIONO LUZNA OSLONE ZACIKU",REAR CABLE,BLOCKAGE,HAND BRAKE CABLE,8.0,393.006711," COMPLAINT  WEAK HANDBRAKE, DOES NOT HOLD   CPRZ FAULT INSPECTION. SEALED HAND BRAKE CABLES - THE REAR CLAMPS ON THE HAND BRAKE LEVER BLOCKED  CORRECTION  REPLACEMENT OF REAR CABLES AND CLAMPS. LOOSE CLAMP COVER REPLACED",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Motorkontrolle leuchtet auf GRUND Temperatursensor nach EGR falsche Werte KORRECTUR Temperatursensor nach EGR erneuert,AIR TEMPERATURE SENSOR,NO WARNING,TEMP. TRANSMITTER,1.0,218.42,REKL  Check engine lights on  REASON Temperature sensor after EGR incorrect values ​​ CORRECTION  Temperature sensor after EGR replaced,{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT SUDDENLY EXCESSIVE HEAT UP CAUSE ENGINE FAN FAULTY CONTACTS CORRECTION VEHICLE TRANSPORTATION,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,HOOD WIRING,0.0,300.0,COMPLAINT SUDDENLY EXCESSIVE HEAT UP CAUSE ENGINE FAN FAULTY CONTACTS CORRECTION VEHICLE TRANSPORTATION,{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT TEMOIN EDC ALLUME, PERTE DE PUISSANCE CAUSE FILTRE A PARTICULE N'EST PAS REGENERE SOLUTION ETABLIR DIAG LECTURE DES PANNES REGENERATION FORCEE 
EFFACER LES PANNES ESSAI",PARTICULATE TRAP,"DIRT,FOREIGN MATTERS",CATALYTIC SILENCER,0.0,137.837838,"INCIDENT  EDC LIGHT ON, LOSS OF POWER  CAUSE PARTICLE FILTER IS NOT REGENERATED  SOLUTION  ESTABLISH DIAG READING FAULTS FORCED REGENERATION 
CLEAR TROUBLES TEST",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Pneumantic suspension light is on. CAUSE Connection to the air compressor was not locked CORRECTION Searched for the problem. Checked the relay, fuses and current from 
the module. Found that the connector that goes through the air 
compressor box was not locked",CHASSIS LOOM,DEFECT,SET OF WIRING,0.0,44.0,"COMPLAINT Pneumantic suspension light is on. CAUSE Connection to the air compressor was not locked CORRECTION Searched for the problem. Checked the relay, fuses and current from 
the module. Found that the connector that goes through the air 
compressor box was not locked",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT fault engine and ad blue, lack of power CAUSE Defective nox sensor CORRECTION replace nox sensor",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,193.29,"COMPLAINT fault engine and ad blue, lack of power CAUSE Defective nox sensor CORRECTION replace nox sensor",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA Czas dojazdu na i 
z miejsca pracy 83KM CPRZ Czas dojazdu na i 
z miejsca pracy 83KM KORECTA Czas dojazdu na i 
z miejsca pracy 83KM",ANS 24 HOURS,MISCELLANEOUS,LEVEL SENSOR,0.0,104.842105,"COMPLAINT  Travel time to i 
from workplace 83KM CPRZ  Travel time to i 
from work 83KM KORECTA  Travel time to i 
from work place 83KM",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL HecktÜr rechts gerissen - Scharniere fest/blockieren GRUND HecktÜr rechts gerissen - Scharniere fest/blockieren KORRECTUR HecktÜr rechts und Scharniere ern, Lackierung, 
HecktÜrverkleidung neu zuschneiden/anfertigen, anpassen, 
montieren",REAR VAN DOORS,CRACKED,DOOR REAR,9.0,1868.38,"REKL  Right rear door torn - hinges stuck/blocked  REASON Rear door on the right torn - hinges stuck/blocked  CORRECTION  Right rear door and hinges, paint, 
Re-cut/make the rear door panel, adjust it, 
mount",{},N/A,N/A,N/A,N/A,N/A,N/A
"TIPO DANNO SPIA ANOMALIA FRENO DI STAZIONAMENTO ACCESA CAUSA SCARSA EFFICIENZA (NON TIENE) + ESEGUITO CONTROLLI 
COME DA KA000004440 ED EFFETTUATA REGISTRAZIONE 
GANASCE FRENO DI STAZIONAMENTO CO ME PROCEDURA 
INDICATA DA KA000004435 CORREZIONE S-R 2 DISPOSITIVI REG.FRENO STAZIONAMENTO + SOST 
GANASCE + DIAGNOSI",BRAKE ADJUSTER,BLOCKAGE,KIT,2.0,562.17,"DAMAGE TYPE  PARKING BRAKE FAULT LIGHT ON CAUSE  POOR EFFICIENCY (DOES NOT HOLD) + CHECKS PERFORMED 
AS PER KA000004440 AND REGISTERED 
PARKING BRAKE SHOES AS PROCEDURE 
INDICATED BY KA000004435 CORRECTION  S-R 2 PARKING BRAKE ADJUSTMENT DEVICES + REPLACEMENT 
JAWS + DIAGNOSIS",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Under bonnet fuse board broken away. CAUSE Checked over and found bracket securing fuse board cracked. CORRECTION Cleaned up area, repaired and secured fuse board.",CONNECTION UNIT,CRACKED,HOOD WIRING,0.0,54.965518,"COMPLAINT Under bonnet fuse board broken away. CAUSE Checked over and found bracket securing fuse board cracked. CORRECTION Cleaned up area, repaired and secured fuse board.",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA Problem z 2 i 3 biegiem zgrzyta przy w wbijaniu

WPA:107711118 CPRZ Potwierdzamy zgrzyty na 2 i 3 biegu. Rozebrano skrzynię. 
Uszkodzone koło 3 biegu, uszkodzona przesuwka 1/2 oraz 3/4 oraz 
łożyska. Szkoda skrzyni całkowita

 KORECTA WYMIANA SKRZYNI BIEGÓW + OCENA USTERKI + D.M WAŁ 
NAPĘDOWY",GEAR 3 SPEED,DEFECT,SPLITTER GEAR,1.0,1761.955789,"COMPLAINT  The problem with 2nd and 3rd gear is grinding when engaging

WPA:107711118 CPRZ  We confirm grinding noises in 2nd and 3rd gear. The box was dismantled. 
Damaged 3rd gear wheel, damaged 1/2 and 3/4 shifter and 
bearings. Total damage to the box

 CORRECTION  GEARBOX REPLACEMENT + DEFECT ASSESSMENT + SHAFT D.M 
DRIVING",{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL MAHLGERAEUSCHE BEIM BETAETIGEN DER LUFTFEDERUNG  GRUND KOMPRESSOR INTERNER DEFEKT  KORRECTUR PRUEFUNG DER LUFTFEDERUNGUND ERSATZ DES KOMPRESSORS,ELECTRIC AIR COMPRESSOR,NOISE,EXCHANGE AIR COMPR.,1.0,962.89, REKL  GRINDING NOISE WHEN ACTUATING THE AIR SUSPENSION   REASON COMPRESSOR INTERNAL DEFECT   CORRECTION  INSPECTION OF AIR SUSPENSION AND REPLACEMENT OF COMPRESSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA BIALY NALOT NA WYDECHU  CPRZ NIESPRAWNY WTRYSKIWACZ ADBLUE  KORECTA WYMIANA WTRYSKIWACZA ADBLUE,AD-BLUE METERING DEV MODU,DEFECT,NOZZLE,1.0,97.227368, COMPLAINT  WHITE MAINTENANCE ON THE EXHAUST   CPRZ DEFECTIVE ADBLUE INJECTOR   CORRECTION  ADBLUE INJECTOR REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT Upadl kardan CAUSE Odtah vozidla - zjištěn spadený držák kardanu a kardan samotný CORRECTION Provedena oprava upevnění kardanu,PROP-SHAFT SUPPORT ASSY,DEFECT,PROP.SHAFT CARRIER,0.0,17.5,COMPLAIN  Gimbal fell CAUSE  Towing the vehicle - the gimbal holder and the gimbal itself were found to be fallen  CORRECTION  Fixed gimbal mounting,{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT VOYANT MOTEUR S'EST ALLUME PUIS S'EST ETEINT CAUSE MAUVAIS RENDEMENT VANNE EGR SOLUTION DIAGNOSTIC, CONTROLES ELECTRIQUES, THD 106061986, 
PROGRAMMATION, REMPLACER VANNE EGR. HORS BAREME 
6.40H TOTAL : 1.20H POUR ESSAI DYN AMIQUE PROLONGE 
POUR RECREER PANNE, 1H POUR ESSAI DYNAMIQUE APRES 
MISE A JOUR CENTRALE MOTEUR, 0.40H POUR ENGINE TEST 
APRES MISE A J OUR CENTRALE MOTEUR, 2.80H POUR 
RECHERCHE ELECT ET MECANIC PANNE ALEATOIRE ET 1H 
POUR ESSAI DYNAMIQUE APRES REMPLACEMENT VANNE 
EGR ( )",EGR VALVE,LOW OUTPUT/EFFICIENCY,EGR VALVE,21.0,1870.68,"INCIDENT  ENGINE LIGHT CAME ON THEN WENT OFF  CAUSE POOR EGR VALVE PERFORMANCE  SOLUTION  DIAGNOSIS, ELECTRICAL CONTROLS, THD 106061986, 
PROGRAMMING, REPLACE EGR VALVE. EXCEPT SCALE 
6.40H TOTAL: 1.20H FOR EXTENDED DYN AMIC TEST 
TO RECREATE FAILURE, 1 HOUR FOR DYNAMIC TEST AFTER 
ENGINE CENTRAL UPDATE, 0.40H FOR ENGINE TEST 
AFTER ENGINE CONTROL UPDATE, 2.80H FOR 
ELECT AND MECHANIC RESEARCH RANDOM FAILURE AND 1H 
FOR DYNAMIC TEST AFTER VALVE REPLACEMENT 
EGR ( )",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL DIVERSE EHLERMELDUNGEN ABS AEBS & SERVOLENKUNG AKTIV  GRUND DIVERSE EHLERMELDUNGEN ABS AEBS & SERVOLENKUNG AKTIV: RADDREHZAHLSENSOR VA LINKS DEFEKT  KORRECTUR DIVERSE EHLERMELDUNGEN ABS AEBS & SERVOLENKUNG AKTIV: RADDREHZAHLSENSOR VA LINKS DEFEKT. SCHADENSBEFUND FESTGELEGT, DEFEKTEN RADDREH ZAHLSENSOR ERSETZT.MEHRAUFWAND RADNAB A/E UND SENSOR RAUSGECHLAGEN",SENSOR,DEFECT,SENSOR,1.0,350.98," REKL  VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE   REASON VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE: WHEEL SPEED SENSOR VA LEFT DEFECTIVE  CORRECTION  VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE: WHEEL SPEED SENSOR FRONT LEFT DEFECTIVE. DAMAGE FINDINGS DETERMINED, DEFECTIVE WHEEL ROTATION NUMBER SENSOR REPLACED. ADDITIONAL EFFORT WHEEL A/E AND SENSOR REMOVED",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO FAILUREDESCR  CAUSA CAUSEDESCR  CORREZIONE CORRECTIONDESCR,INPUT SHAFT,BREAK,BALL BEARING,1.0,-1338.988814, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,{},N/A,N/A,N/A,N/A,N/A,N/A
 RECLAMO mando elevalunas conductor no funciona  CAUSA defecto interno interruptor  SOLUCION D-M INTERRUPTOR ALZACRISTAL PUERTA IZQUIERDA,WINDOW REGULATOR SWITCH,DEFECT,SWITCHGEAR,1.0,68.33, CLAIM  Driver's window control does not work   CAUSE internal switch defect  SOLUTION D-M LEFT DOOR WINDOW SWITCH,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO VEICOLO IN RIDUZIONE DI POTENZA  CAUSA SENSORE PRESSIONE FAP  CORREZIONE SOST. SENSORE,PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,155.67, DAMAGE TYPE  VEHICLE IN POWER REDUCTION   CAUSE DPF PRESSURE SENSOR   CORRECTION REPLACEMENT . SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL Knarzgeraeusche der Querlenkerbuchsen im Vorderachstraeger.  GRUND Fettung ungenuegend.  KORRECTUR Querlenker unten beidseitig a-e, Buchsen a-e, Lagersitz gereinigt u. gefettet.",SUSP.LOWER/TOP TIE-RODS,NOISE,SPRING SLEEVE,0.0,483.3," REKL  Creaking noise from the wishbone bushings in the front axle support.  REASON  Insufficient greasing.  CORRECTION  Lower wishbones on both sides a-e, bushings a-e, bearing seat cleaned and greased.",{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET ön kısımda ses var. NEDEN yapılan servis kontrolünde aracın devirdaim rulmanının deforme olduğu ve 
ses yaptığı görüldü. YAPILANIS değişti.arıza giderildi.servis bünyesinde antifiriz 600 tl eklenmiştir.",WATER PUMP ASSEMBLY,DEFORMED,WATER PUMP HOUSING,2.0,228.046491,"TEMPERATURE  there is noise in the front. FROM WHERE  During the service check, the vehicle's circulation bearing was deformed and 
It was seen making noise. PROCEDURE  changed. The fault was fixed. Antifreeze was added for 600 TL within the service.",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL FEHLFUNKTION FESTSTELLBREMSE, FEHLERMELDUNG  GRUND FESTSTELLBREMSE HAT SICH VERSTELLT, WERTE UND WEGE NICHT MEHR KORREKT  KORRECTUR FEHLERSUCHE AN FESTSTELLBRESME. SYSTEMDIAGNOSE MIT EASY. DATEN, EINTRAEGE UND PARAMETER ERFASST UND AUSGEWERTET. AKTIVE DIAGNOE MIT EASY. BACKEN AUE UND FUNKTION GEPRUEFT, GRUNDEINGESTELLT",ELECTRIC ACTUATOR,COLLAPSED,KIT,1.5,482.09," REKL  PARKING BRAKE MALFUNCTION, ERROR MESSAGE   REASON PARKING BRAKE IS ADJUSTED, VALUES AND PATHS ARE NO LONGER CORRECT  CORRECTION  TROUBLESHOOTING PARKING BRAKE. SYSTEM DIAGNOSIS WITH EASY. DATA, ENTRY AND PARAMETERS COLLECTED AND EVALUATED. ACTIVE DIAGNOSTIC WITH EASY. BAKING AND FUNCTION TESTED, BASIC SETUP",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT ENTRETIEN EO M1 / FUITE HUILE MOTEUR CAUSE ENTRETIEN EO M1 / RUPTURE ETANCHEITE JOINT BOUCHON 
CARTER D' HUILE SOLUTION ENTRETIEN EO M1RECHERCHE FUITE GO / LAVAGE MOTEUR / 
REMPLACEMENT JOINT BOUCHON CARTER D'HUILE",OIL DRAIN PLUG,BREAK,WASHER,2.0,66.89,"INCIDENT  MAINTENANCE EO M1 / ​​ENGINE OIL LEAK  CAUSE MAINTENANCE EO M1 / ​​SEAL BREAKAGE CAP JOINT 
OIL PAN SOLUTION  MAINTENANCE EO M1 GO LEAK CHECK / ENGINE WASH / 
OIL PAN PLUG GASKET REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO ROTTURA RIVESTIMENTI PASSARUOTA SX  CAUSA ROTTURA RIVESTIMENTI IN PLASTICA SUPERIORE E INFERIORE LATO SX  CORREZIONE SOST. 2 RIVESTIMENTI PASSARUOTA ANT. SX,SIDE COVERING,BREAK,PROTECTION,2.0,76.54, DAMAGE TYPE  BREAKING OF THE LEFT WHEEL ARCH COVERINGS  CAUSE  BROKEN UPPER AND LOWER LEFT SIDE PLASTIC COVERINGS   CORRECTION  SUB. 2 FRONT WHEEL ARCH COVERINGS. SX,{},N/A,N/A,N/A,N/A,N/A,N/A
RECLAMACAO VERIFICAR AVARIA CAUSA SENSOR PRESSAO COM RUTURA CORRECAO SUBSTITUIR SENSOR,"PRESS SENSOR, COOLING SYS",BREAK,SWITCH,1.0,67.26,COMPLAINT  CHECK FAULT CAUSE  PRESSURE SENSOR WITH BREAKAGE  FIX REPLACE SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA DRGANIA LUSTERKA WSTECZNEGO LEWEGO  CPRZ PRZYCZNA USTERKI BYL NADMIERNY LUZ NA RAMIENIU LUSTERKA, BRAK USZKODZEN MECHANICZNYCH  KORECTA KONTROLA, PROBA REGULACJI, WYMIANA LUSTERKA NA NOWE",CAB REARVIEW MIRROR,LOOSE RETAINER,REAR MIRROR LEFT,1.0,189.487696," COMPLAINT  LEFT REARVIEW MIRROR VIBRATIONS   CPRZ THE CAUSE OF THE FAULT WAS EXCESSIVE PLAY ON THE MIRROR ARM, NO MECHANICAL DAMAGE  CORRECTION  INSPECTION, ADJUSTMENT TEST, REPLACEMENT OF THE MIRROR",{},N/A,N/A,N/A,N/A,N/A,N/A
