DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost
* ******************************REKL************************************ UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM * ********************************GRUND******************************** UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM * ******************************KORRECTUR******************************* UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM,ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,0.0,155.75
******************************INCIDENT******************************** PANNE EDC ********************************CAUSE********************************* DEFECTUOSITE CAPTEUR PRESSION LR ******************************SOLUTION******************************** echange capteur pression lr,WATER TEMPERATURE SENDER,DEFECTIVE CONTACTS,SWITCH,1.0,105.97
"* ******************************REKL************************************ Fehlermeldung, Kurbelwellensensor hat Kurzschluss - * ********************************GRUND******************************** Kurbelwellensensor defekt * ******************************KORRECTUR******************************* Fehlerspeicher auslesen und lÍschen, Kurbelwellensensor ersetzen",REV.COUNTER SENDER,SHORT CIRCUIT,ELECTRON.TRANSMITT,1.0,268.480769
******************************TIPO_DANNO****************************** ... ********************************CAUSA********************************* ... ******************************CORREZIONE****************************** ...,ANS 24 HOURS,MISCELLANEOUS,SET OF WIRING,0.0,113.96
"* ******************************REKL************************************ FZG FESTSTELLBREMSE LèST NICHT * ********************************GRUND******************************** EBP-FEHLERSPEICHER VOLL, (COUNTER RESET) * ******************************KORRECTUR******************************* FEHLERSPEICHER ZURüCKGESETZT, FKT-PROBE, FESTSTELLBREMSE I.O.",BODY COMPUTER,LOW OUTPUT/EFFICIENCY,ECU-BODY COMPUTER,0.0,58.5
"* ******************************COMPLAINT******************************* Reported adblue NOx sensor faults * ********************************CAUSE********************************* Check fault memory, downstream NOx sensor fault in memory, reading out of range. * ******************************CORRECTION****************************** Check fault memory, fit new downstream NOx sensor, road test, ok.",NOX DETECTION SENSOR,DEFECTIVE CONTACTS,SENSOR,1.0,264.931033
"******************************SKARGA********************************** zapala sie kontrolka ASR, ********************************CPRZ********************************** zwarcie wewn²trzne, ******************************KORECTA********************************* wym.prawego czujnika ABS ko·a przedniej osi ,",SENSOR,SHORT CIRCUIT,SENSOR,1.0,52.346756
"******************************SKARGA********************************** HUK Z PRZODU POJAZDU ********************************CPRZ********************************** LOZYSKA PIAST PRZEDNICH ZDEFORMOWANE 
BIEZNIE,NADMIERNY LUZ PROMIENIOWY PIAST ******************************KORECTA********************************* WYMIANA PIAST KOMPLETNYCH",BEARINGS,DEFORMED,WHEEL BEARINGS,4.0,320.185682
"******************************COMPLAINT******************************* ryster under kørsel ********************************CAUSE********************************* alle hjul i ubalance ******************************CORRECTION****************************** dæktilstand kontrolleret, kontrol af dæktryk, alle hjul a/p og 
optimeret - dæk 
drejet rundt på fælg for at opnå det bedste balancepunkt - herefter 
alle hjul 
afbalanceret og genmonteret",WHEEL RIM,OUT OF BALANCE,DISC WHEEL,0.0,376.005362
"******************************SKARGA********************************** GRZEJ SIE KO A TY ********************************CPRZ********************************** ZABLOKOWANE MECHANIZMY WYSUWUZACISKOW HAMULCOWYCH 
KOL TYLNYCH ******************************KORECTA********************************* WYMIANA PROWADNIC ZACISKOW HAMULCOWYCH TYL",BRAKE CALIPER GUIDING PIN,BLOCKAGE,KIT-BRAKE CALIPER,2.0,162.909474
"******************************RECLAMO******************************* PERDIDA DE ANTICONGELANTE ********************************CAUSA********************************* MANGUITO BOTELLA EXPANSION CON FISURAS PROVOCANDO 
PERDIDA DE AGUA ******************************SOLUCION****************************** SUST. MANGUITO BOTE EXPANSION",PIPES,CRACKED,WATER PIPE,1.0,26.43
* ******************************SKARGA********************************** PEKNIETY PRZEWOD INTERCOOLERA * ********************************CPRZ********************************** PEKNIETY PRZEWOD INTERCOOLERA - WADA MATERIALU * ******************************KORECTA********************************* WYMIANA PRZEWODU INTERCOOLERA,SLEEVES,DEFECTIVE CASTINGS/DIE,RUBBER SLEEVE,2.0,120.848421
"******************************REKL************************************ WARNLAMPE TACHO / GESCHWINDIGKEITSANZEIGE ********************************GRUND********************************* ÜBERWACHUNG ELEKTRISCHE ANLAGE GETRIEBE ******************************KORRECTUR******************************* DIAGNOSE ERSTELLEN 
KOMPONETTEN UND KABELBAUM AUSMESSEN 
GESCHWINDIKEITSÜBERWACHNUNG INSTAND SETZEN",GEARBOX CONTROL UNIT CONN,DEFECTIVE CONTACTS,KITAS SENSOR,1.0,656.403846
* ******************************SKARGA********************************** DRZWI SUWANE UDERZAJ W SLUPEK * ********************************CPRZ********************************** PRZEKOSZONE DRZWI SUWANE * ******************************KORECTA********************************* REGULACJA NA WOSKACH DRZWI SUWANYCH,VAN SLIDING DOOR,LOOSE RETAINER,SUPPORT,0.0,64.505263
******************************REKL************************************ Fahrzeug Springt morgens nicht an ********************************GRUND********************************* Batterie mit EASY BATT geprüft-Batterie defekt ******************************KORRECTUR******************************* Batterie erneuert,BATTERY,DEFECT,BATTERY,1.0,390.27
******************************SKARGA********************************** HOLOWANIE 314KM ********************************CPRZ********************************** HOLOWANIE 314KM ******************************KORECTA********************************* HOLOWANIE 314KM,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,WATER PUMP,0.0,465.883669
"******************************COMPLAINT******************************* DLOUHY CHOD RUCNI BRZDY, KONTROLA BRZD, HREJI SE ********************************CAUSE********************************* ZABLOKOVANA PAKA RUCNI BRZDY LEVEHO ZADNIHO TRMENE 
BRDZ ******************************CORRECTION****************************** VYMENA",BRAKE CALIPER,BLOCKAGE,BRAKE SADDLE,1.0,301.9
* ******************************COMPLAINT******************************* ATTEND BREAKDOWN * ********************************CAUSE********************************* ATTEND BREAKDOWN * ******************************CORRECTION****************************** ATTEND BREAKDOWN,ANS 24 HOURS,MISCELLANEOUS,STARTER MOTOR,0.0,86.976744
* ******************************RECLAMO******************************* LUZ AVERIA MOTOR ENCENDIDA * ********************************CAUSA********************************* CONECTOR SENSOR TEMPERATURA CATALIZADOR SULFATADO * ******************************SOLUCION****************************** SANEAR CONECTOR SENSOR TEMPERATURA,TEMPERATURE SENSOR,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0.0,43.44
******************************COMPLAINT******************************* MARTOR MOTOR APRINS IN BORD SI LIMITEAZA MASINA ********************************CAUSE********************************* INCALZITOR AD BLUE ******************************CORRECTION****************************** INLOCUIT INCALZIRTOR AD BLUE,PIPES AD-BLUE,DEFECTIVE CONTACTS,DELIVERY LINE,1.0,137.802445
"******************************TIPO_DANNO****************************** VEICOLO IN SALITA SURRISCALDA, LANCETTA SUL ROSSO ********************************CAUSA********************************* TERMOSTATO DIFETTOSO ******************************CORREZIONE****************************** SOSTITUZIONE TERMOSTATO",THERMOSTAT,DEFECT,THERMOSTAT,2.0,80.43
******************************COMPLAINT******************************* Z diferenciálu uniká olej ********************************CAUSE********************************* Kontrola- vadné gufero ******************************CORRECTION****************************** Výměna,FLANGE SEAL,INCORRECT CLEARANCE,SHAFT SEAL,2.0,79.47
"******************************REKL************************************ TPMS Anlage Fehlermeldung ********************************GRUND********************************* Steuergerät schadhafter Kontakt ******************************KORRECTUR******************************* Fehlerspeicher ausgelesen, Reifen überprüft, Anlage resetet",TYRE PRESSURE ECU,DEFECTIVE CONTACTS,ELECTR. CONTR. UNIT,0.0,83.7
******************************TIPO_DANNO****************************** PERDITA OLIO ********************************CAUSA********************************* PERDITA OLIO DA COPPA DIFFERENZIALE ******************************CORREZIONE****************************** SOST COMPONENTI INTERNI CAUSA MANCANZA OLIO,DIFFERENTIAL REAR AXLE,BREAK,ADHESIVE,9.8,931.0
"******************************COMPLAINT******************************* SAT NAV NOT WORKING. ********************************CAUSE********************************* FAULTY CONTACTS BETWEEN CARD AND JAWLANNECT ECU OPEN 
CIRCUIT. ******************************CORRECTION****************************** CHECKED SAT NAV OPERATION FOUND NOT WORKING TESTED 
WITH KNOWN GOOD CARD STILL NOT WORKING FOUND 
CONTACTS IN UNIT NOT CONTACTING WITH CARD CONTACTS 
HAD ARC MARKS. REMOVED AND REPLACED HEAD UNIT AND 
CARD PROGRAMMED UNIT CHECKED OPERATION ALL WORKS.",TELEMATICS CONTROL UNIT,SHORT CIRCUIT,ECU RADIONAVIGATOR,2.0,2173.25
"* ******************************REKL************************************ ZV SCHLIEBETUER ZEITW OF * ********************************GRUND******************************** SCHLIEBETUER HAENGT VORNE RUNTER, TUERKONTAKTE NICHT FLUCHTEND, EINGEARBEITET * ******************************KORRECTUR******************************* OBERE SCHIEBETUERFUEHRUNG A-E, BEARBEITET, TUER ANGEPASST, KONTAKTE ERNEUERT",VAN SLIDING DOOR,COLLAPSED,SLIDING DOOR,2.0,219.06
"******************************COMPLAINT******************************* inoperative vehicle
Battery low. could not be started.
The battery discharged quickly after charging. ********************************CAUSE********************************* a short to voltage between the rear door contact and the rear 
door wiring harness ******************************CORRECTION****************************** repair a short circuit between the rear door contact and the 
rear 
door wiring harness
Hello!
There is a short circuit between the door connector and the 
wiring harness.
The door connector did not need to be replaced.
no repair time is specified in the SRT to repair either the door 
connector or the wiring harness.
That's why I gave it in Economy
so the economy includes: repairing, soldering, and insulating 
the 
door connection points",REAR DOOR CONNECTION,DEFECT,SLIDING CONTACT,0.0,31.2
"******************************KLACHT********************************** DEPANNAGE TE ROESELARE, BEVERSESTEENWEG 202
RIJTIJD 3WU
 ********************************OORZAAK******************************* DEPANNAGE TE ROESELARE, BEVERSESTEENWEG 202
RIJTIJD 3WU
 ******************************CORRECTIE******************************* DEPANNAGE TE ROESELARE, BEVERSESTEENWEG 202
RIJTIJD 3WU
",ANS 24 HOURS,MISCELLANEOUS,BATTERY TERMINAL,0.0,23.31
"******************************COMPLAINT******************************* OBD and Inducement failures lights. ********************************CAUSE********************************* Cracked intercooler hose. ******************************CORRECTION****************************** diagnostics ECM and ad blue systems, replacement intercooler hose, tests 
aftzer repair",SLEEVES,CRACKED,RUBBER SLEEVE,2.0,90.93
* ******************************SKARGA********************************** WYDOBYWA DYM SPOD MASKI SILNIKA * ********************************CPRZ********************************** B AD ZACISKANIA OPASKI UK .WYDECHOWEGO * ******************************KORECTA********************************* WYMIANA OPASKI ZACISKOWEJ,EXHAUST PIPE COLLARS,DEFORMED,CLIP,4.0,108.132631
* ******************************INCIDENT******************************** VOYANT COLMATAGE ALLUME * ********************************CAUSE********************************* CAPTEUR * ******************************SOLUTION******************************** RECHERCHE PANNE PANNE 3UT. CONTROLE FILTRE 2UT,AIR FILTER CLOGGED SWITCH,DEFECTIVE CONTACTS,CHOCKED FILTR.SIGN,2.0,80.87
