DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cleaned_DealerComment,Classification
* ******************************SKARGA********************************** KONTROLKA SILNIKA - OGRANICZENIE MOCY * ********************************CPRZ********************************** USZKODZONY PRZEWOD PODGRZEWACZA ADBLUE - ZLE PRZEWODZENIE ELEKTRYCZNE * ******************************KORECTA********************************* WYMIANA PRZEWODU PODGRZEWACZA ADBLUE,PIPES AD-BLUE,DEFECTIVE CONTACTS,DELIVERY LINE,1.0,97.733781,* ******************************COMPLAINT*************************************** ENGINE WARNING LIGHT - POWER LIMITATION * ************************************CPRZ************************************ DAMAGED ADBLUE HEATER WIRE - POOR ELECTRICAL CONDUCTION * ********************************* CORRECTION********************************* REPLACEMENT OF ADBLUE HEATER WIRE,COMPLAINT ENGINE WARNING LIGHT - POWER LIMITATION CPRZ DAMAGED ADBLUE HEATER WIRE - POOR ELECTRICAL CONDUCTION CORRECTION REPLACEMENT OF ADBLUE HEATER WIRE,"{'Type of Failure': 0.22717158496379852, 'Defective Component': 0.20581085979938507, 'Defective Part': 0.1843094527721405, 'Cause of Failure: Material Issue': 0.11736561357975006, 'Cause of Failure: Design Flaw': 0.11119787395000458, 'Number of Parts Replaced': 0.07069840282201767, 'Cause of Failure: Human Error': 0.06106090173125267, 'Total Cost Incurred': 0.022385261952877045}"
* ******************************TIPO_DANNO****************************** SPIA PORTELLONE SEMPRE ACCESA * ********************************CAUSA********************************* CONNESSIONI IN CORTO * ******************************CORREZIONE****************************** SOSTITUZIONE CONNESSIONI PORTA SCORREVOLE,REAR DOOR CONNECTION,SHORT CIRCUIT,CONNECTION,2.0,56.47,* ******************************DAMAGE TYPE******************************** TAILGATE WARNING LIGHT ALWAYS ON * ******************************CAUSE******************************** SHORT CONNECTIONS * ******************************CORRECTION******************************** REPLACEMENT OF SLIDING DOOR CONNECTIONS,DAMAGE TYPE TAILGATE WARNING LIGHT ALWAYS ON CAUSE SHORT CONNECTIONS CORRECTION REPLACEMENT OF SLIDING DOOR CONNECTIONS,"{'Type of Failure': 0.19830593466758728, 'Cause of Failure: Material Issue': 0.18054403364658356, 'Defective Part': 0.13498084247112274, 'Defective Component': 0.1346788853406906, 'Cause of Failure: Design Flaw': 0.12513726949691772, 'Cause of Failure: Human Error': 0.12061043828725815, 'Number of Parts Replaced': 0.08075909316539764, 'Total Cost Incurred': 0.02498353272676468}"
"* ******************************REKL************************************ VENTILDECKEL VERKLEIDUNG LOSE * ********************************GRUND******************************** LAGERUNG DER VENTILDECKELABDECKUNG AUSGESCHLAGEN * ******************************KORRECTUR******************************* LUFTFILTER A&E, VENTILDECKELABDECKUNG A&E. LAGERUNG DER VENTILDECKELABDECKUNG ERNEUERT",ROCKER TOP COVER,LOOSE RETAINER,RUBBER PLUG,1.0,68.67,"* ******************************RECL************************************ VALVE COVER COVER LOOSE * ********************************REASON******************************** VALVE COVER STORAGE BROKEN * ******************************CORRECTION****************************** AIR FILTER A&E, VALVE COVER COVER A&E. VALVE COVER STORAGE RENEWED","RECL VALVE COVER COVER LOOSE REASON VALVE COVER STORAGE BROKEN CORRECTION AIR FILTER A&E, VALVE COVER COVER A&E. VALVE COVER STORAGE RENEWED","{'Defective Component': 0.17699983716011047, 'Defective Part': 0.1653638631105423, 'Number of Parts Replaced': 0.14229466021060944, 'Type of Failure': 0.13806116580963135, 'Cause of Failure: Material Issue': 0.13400784134864807, 'Cause of Failure: Design Flaw': 0.11646043509244919, 'Cause of Failure: Human Error': 0.09709656238555908, 'Total Cost Incurred': 0.029715660959482193}"
"******************************KLACHT********************************** lichte gasgeur ********************************OORZAAK******************************* gasleiding lekt ******************************CORRECTIE******************************* demonteren afscherming, controleren gasflessen, zoeken met snuffelaar 
(ECONOMY) aanspannen leiding eerste cng-tank, controle ok",HIGH PRESSURE HOSE,FUEL LEAKS,FUEL LINE,0.0,58.23,"******************************COMPLAINT*********************************** slight gas smell ********************************CAUSE******************************* gas pipe leaking ******************************CORRECTION*********************************** remove shielding, check gas bottles, search with sniffer 
(ECONOMY) tighten pipe first cng tank, check ok","COMPLAINT slight gas smell CAUSE gas pipe leaking CORRECTION remove shielding, check gas bottles, search with sniffer (ECONOMY) tighten pipe first cng tank, check ok","{'Cause of Failure: Material Issue': 0.18111911416053772, 'Type of Failure': 0.15469124913215637, 'Defective Part': 0.1405370980501175, 'Cause of Failure: Design Flaw': 0.13900814950466156, 'Defective Component': 0.13589400053024292, 'Cause of Failure: Human Error': 0.12142842262983322, 'Number of Parts Replaced': 0.08591209352016449, 'Total Cost Incurred': 0.04140987992286682}"
"******************************RECLAMO******************************* REVISAR GANCHO DE CERRADURA DE PUERTA DERECHA 
ROTO. ********************************CAUSA********************************* CERRADURA DE PUERTA DERECHA ROTO. ******************************SOLUCION****************************** REPARAR MARCO DE PUERTA, ROTURA CERRADURA DE 
PUERTA GANCHO ROTO.",SIDE WALL,BREAK,SIDE PANEL,0.0,190.0,"******************************COMPLAINT********************************* CHECK BROKEN RIGHT DOOR LOCK HOOK. ********************************CAUSE********************************* BROKEN RIGHT DOOR LOCK. *******************************SOLUTION****************************** REPAIR DOOR FRAME, BROKEN DOOR LOCK BROKEN HOOK.","COMPLAINT CHECK BROKEN RIGHT DOOR LOCK HOOK. CAUSE BROKEN RIGHT DOOR LOCK. SOLUTION REPAIR DOOR FRAME, BROKEN DOOR LOCK BROKEN HOOK.","{'Type of Failure': 0.29347196221351624, 'Cause of Failure: Human Error': 0.13856208324432373, 'Defective Component': 0.12725134193897247, 'Defective Part': 0.12098703533411026, 'Cause of Failure: Material Issue': 0.09690327197313309, 'Cause of Failure: Design Flaw': 0.08320606499910355, 'Number of Parts Replaced': 0.08190105110406876, 'Total Cost Incurred': 0.057717155665159225}"
"* ******************************SKARGA********************************** BRAK MOCY, NIE DZIA A TURBO, DU®O PALI, * ********************************CPRZ********************************** WADLIWY KONTAKT CZUJNIKA CISNIENIA DOLADOWANIA * ******************************KORECTA********************************* DIAGNOZA, WYMIANA CZUJNIKA CISNIENIA DOLADOWANIA",AIR TEMPERATURE SENSOR,DEFECTIVE CONTACTS,PRESSURE SWITCH,1.0,54.814317,"* ******************************COMPLAINT************************************ NO POWER, TURBO DOES NOT WORK, HIGH FUEL, * *********************************CPRZ************************************ FAULTY BOOST PRESSURE SENSOR CONTACT * ********************************* CORRECTION********************************* DIAGNOSIS, BOOST PRESSURE SENSOR REPLACEMENT","COMPLAINT NO POWER, TURBO DOES NOT WORK, HIGH FUEL, CPRZ FAULTY BOOST PRESSURE SENSOR CONTACT CORRECTION DIAGNOSIS, BOOST PRESSURE SENSOR REPLACEMENT","{'Type of Failure': 0.21554359793663025, 'Defective Part': 0.16660603880882263, 'Defective Component': 0.13603436946868896, 'Cause of Failure: Material Issue': 0.12222892791032791, 'Cause of Failure: Design Flaw': 0.11682908982038498, 'Cause of Failure: Human Error': 0.11222696304321289, 'Number of Parts Replaced': 0.07849539816379547, 'Total Cost Incurred': 0.05203558877110481}"
******************************COMPLAINT******************************* DEPANNAGE TE AARTSELAAR (58KM) ********************************CAUSE********************************* DEPANNAGE TE AARTSELAAR (58KM) ******************************CORRECTION****************************** DEPANNAGE TE AARTSELAAR (58KM),ANS 24 HOURS,MISCELLANEOUS,SLIDING DOOR,38.0,283.32,******************************COMPLAINT******************************* BREAKDOWN IN AARTSELAAR (58KM) ********************************CAUSE************************************ BREAKDOWN IN AARTSELAAR (58KM) ******************************CORRECTION******************************* BREAKDOWN IN AARTSELAAR (58KM),COMPLAINT BREAKDOWN IN AARTSELAAR (58KM) CAUSE BREAKDOWN IN AARTSELAAR (58KM) CORRECTION BREAKDOWN IN AARTSELAAR (58KM),"{'Type of Failure': 0.19492250680923462, 'Cause of Failure: Human Error': 0.1822039633989334, 'Cause of Failure: Material Issue': 0.15966755151748657, 'Defective Component': 0.1081460639834404, 'Defective Part': 0.10810259729623795, 'Cause of Failure: Design Flaw': 0.10581988096237183, 'Number of Parts Replaced': 0.10497094690799713, 'Total Cost Incurred': 0.036166489124298096}"
* ******************************INCIDENT******************************** VEHICULE AMENE PAR LE CLIENT/SUR SA DEPANNEUSE CAR ROUES AR BLOQUEES * ********************************CAUSE********************************* FREIN DE PARK ELECTRIQUE BLOQUE * ******************************SOLUTION******************************** APRES CONTROLE ET PROCEDURE GUIDEE C0023-29/REMP CAOTEYR OEDAKE DE FREIN/CONTROLE APRES TRAVAUX OK,STOP LIGHT SWITCH,SHORT CIRCUIT,STOP LIGHT SWITCH,2.0,103.23,* ******************************INCIDENT******************************** VEHICLE BROUGHT BY THE CUSTOMER/ON HIS TOW TRUCK BECAUSE REAR WHEELS LOCKED * ********************************CAUSE********************************* ELECTRIC PARKING BRAKE BLOCKED * ******************************SOLUTION****************************** AFTER CHECK AND GUIDED PROCEDURE C0023-29/REPLACE BRAKE CAOTEYR OEDAKE/CHECK AFTER WORK OK,INCIDENT VEHICLE BROUGHT BY THE CUSTOMER/ON HIS TOW TRUCK BECAUSE REAR WHEELS LOCKED CAUSE ELECTRIC PARKING BRAKE BLOCKED SOLUTION AFTER CHECK AND GUIDED PROCEDURE C0023-29/REPLACE BRAKE CAOTEYR OEDAKE/CHECK AFTER WORK OK,"{'Type of Failure': 0.21375040709972382, 'Defective Component': 0.1842014342546463, 'Defective Part': 0.15875765681266785, 'Cause of Failure: Design Flaw': 0.1378016620874405, 'Cause of Failure: Human Error': 0.12616895139217377, 'Cause of Failure: Material Issue': 0.08848442882299423, 'Number of Parts Replaced': 0.06460563093423843, 'Total Cost Incurred': 0.026229754090309143}"
* ******************************REKL************************************ 107249927 * ********************************GRUND******************************** CAUSEDESCR * ******************************KORRECTUR******************************* CORRECTIONDESCR,REAR AXLE ASSEMBLY,DEFECT,REAR AXLE/I,1.0,1149.09,* ******************************REKL************************************ 107249927 * ********************************GRUND******************************** CAUSEDESCR * ******************************KORRECTUR******************************* CORRECTIONDESCR,REKL 107249927 GRUND CAUSEDESCR KORRECTUR CORRECTIONDESCR,"{'Cause of Failure: Human Error': 0.14879025518894196, 'Cause of Failure: Design Flaw': 0.14379027485847473, 'Number of Parts Replaced': 0.1366843432188034, 'Defective Component': 0.13581663370132446, 'Cause of Failure: Material Issue': 0.1328037530183792, 'Defective Part': 0.12105021625757217, 'Type of Failure': 0.11608988046646118, 'Total Cost Incurred': 0.0649745911359787}"
* ******************************RECLAMO******************************* REVISAR A/AC NO ENFRIA EN PARADO * ********************************CAUSA********************************* COMPROBAR PRESIONES DE GAS A/C Y PERDIDAS DE GAS DETECTANDO CONDENSADOR FISURADO // SE SUSTITUYE CONDENSADOR A/C. * ******************************SOLUCION****************************** D-M CONJUNTO FILTRO AIRE VACIADO LIQUIDO REFRIG. D-M DEPOSITO EXPANSION LIQUIDO RADIADOR DESAIREACION Y RECARGA INSTALACION ACONDICI ONADOR D-M CONDENSADOR ACONDICIONADOR,CONDENSOR,CRACKED,AIR COND.CONDENSER,2.0,544.93,* ******************************COMPLAINT********************************* CHECK A/AC DOES NOT COOL WHEN STOPPED * ********************************CAUSE********************************* CHECK A/C GAS PRESSURES AND GAS LEAKS DETECTING CRACKED CONDENSER // A/C CONDENSER IS REPLACED. * *******************************SOLUTION****************************** D-M AIR FILTER ASSEMBLY REFRIG. LIQUID EMPTY D-M RADIATOR LIQUID EXPANSION TANK DEAIRING AND RECHARGING CONDITIONER INSTALLATION D-M CONDENSER CONDITIONER,COMPLAINT CHECK A/AC DOES NOT COOL WHEN STOPPED CAUSE CHECK A/C GAS PRESSURES AND GAS LEAKS DETECTING CRACKED CONDENSER // A/C CONDENSER IS REPLACED. SOLUTION D-M AIR FILTER ASSEMBLY REFRIG. LIQUID EMPTY D-M RADIATOR LIQUID EXPANSION TANK DEAIRING AND RECHARGING CONDITIONER INSTALLATION D-M CONDENSER CONDITIONER,"{'Defective Part': 0.20648591220378876, 'Type of Failure': 0.1890593320131302, 'Defective Component': 0.16760103404521942, 'Cause of Failure: Material Issue': 0.13454000651836395, 'Number of Parts Replaced': 0.10785305500030518, 'Cause of Failure: Design Flaw': 0.10687275975942612, 'Cause of Failure: Human Error': 0.06819288432598114, 'Total Cost Incurred': 0.019394926726818085}"
"******************************COMPLAINT******************************* martor motor, plus inducement activ, putere limitata ********************************CAUSE********************************* senzor NOX downstream defect ******************************CORRECTION****************************** Inlocuit senzor NOX downstream",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,221.657481,"********************************** COMPLAINT**************** ************ motor warning light, plus active induction, limited power ****************************** ***CAUSE******************************** NOX downstream sensor defective ********* **********************CORRECTION******************************** ** Replaced downstream NOX sensor","COMPLAINT motor warning light, plus active induction, limited power CAUSE NOX downstream sensor defective CORRECTION Replaced downstream NOX sensor","{'Type of Failure': 0.1937231570482254, 'Defective Part': 0.1488233357667923, 'Cause of Failure: Design Flaw': 0.1438899040222168, 'Defective Component': 0.1385113149881363, 'Number of Parts Replaced': 0.12218622863292694, 'Cause of Failure: Human Error': 0.10280918329954147, 'Total Cost Incurred': 0.08236199617385864, 'Cause of Failure: Material Issue': 0.06769486516714096}"
