Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Label_1,Label_2,Label_3,Label_4,Label_5,Score_1,Score_2,Score_3,Score_4,Score_5
AIR FLOW MEASURING UNIT,LOW OUTPUT/EFFICIENCY,METER AIR FLOW,1.0,120.11," CLAIM  LACK OF POWER  CAUSE  INTERNAL ANOMALY IN DEBIMETER   SOLUTION DIAGNOSIS, CHECK VEHICLE AND TEST ON THE ROAD, DO VARIOUS PERFORMANCE TESTS, CHECK WIRING, ETC, REPLACE DEBIMETER OR",Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.1944856494665146,0.16580745577812195,0.14596569538116455,0.14322124421596527,0.12104446440935135
GEARBOX INTERNAL CONTROLS,BLOCKAGE,GEAR SELECTOR,3.5,1371.006712,"COMPLAINT  DIFFICULT TO SELECT GEARS - GRIPPING 3-4-5 
GEAR (WPA 106077223) CPRZ  TRANSMISSION SELECTOR SLIDES ARE SEIZING 
THE GEARS CAUSE A PROBLEM WITH SHIFTING GEARS 
(WPA 106077223) CORRECTION  GEARBOX REPLACEMENT (WPA 106077223)",Defective Component,Type of Failure,Number of Parts Replaced,Defective Part,Material Failure,0.19186928868293762,0.18350212275981903,0.17609965801239014,0.14835134148597717,0.0954229086637497
ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,72.0,166.05,"COMPLAINT  Vehicle is in Marknesse, engine failure and no power  CAUSE Engine ECU software not compliant, causing the particulate filter to become saturated CORRECTION  Claim part concerns travel time and km (92 km in total)",Type of Failure,Defective Component,Material Failure,Number of Parts Replaced,Defective Part,0.22104063630104065,0.2060324102640152,0.17962098121643066,0.10228313505649567,0.10224893689155579
PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,11.0,275.25," REKL  MIL LIGHTS UP   REASON PM SENSOR DEFECTIVE   CORRECTION  VEHICLE READ, DIAGNOSIS PERFORMED ACCORDING TO E-TIM, PM SENSOR RENEWED",Defective Component,Defective Part,Number of Parts Replaced,Material Failure,Type of Failure,0.24576900899410248,0.19682952761650085,0.16934779286384583,0.1322101503610611,0.10551398992538452
BRAKE PAD,BLOCKAGE,BRAKE SADDLE,0.0,216.487936,"COMPLAIN  noise from brakes CAUSE  brake calipers go tight, the pads are hard on the surface and there is 
grooves in the brake discs CORRECTION  brakes tested, brake calipers a/p and loosened, cleaned and lubricated, , discs 
a/p and ground down in the surface and blocks a/p rasped off in the surface, then 
the hard has disappeared",Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.1916499137878418,0.1793968230485916,0.15733078122138977,0.14419202506542206,0.1132778450846672
REAR CABLE,BLOCKAGE,HAND BRAKE CABLE,8.0,393.006711," COMPLAINT  WEAK HANDBRAKE, DOES NOT HOLD   CPRZ FAULT INSPECTION. SEALED HAND BRAKE CABLES - THE REAR CLAMPS ON THE HAND BRAKE LEVER BLOCKED  CORRECTION  REPLACEMENT OF REAR CABLES AND CLAMPS. LOOSE CLIP COVER HAS BEEN REPLACED",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.2189106047153473,0.1992783546447754,0.14748814702033997,0.12086556106805801,0.11788421869277954
AIR TEMPERATURE SENSOR,NO WARNING,TEMP. TRANSMITTER,1.0,218.42,REKL  Check engine lights on  REASON Temperature sensor after EGR incorrect values ​​ CORRECTION  Temperature sensor after EGR replaced,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.25288906693458557,0.1449284702539444,0.14384301006793976,0.13509142398834229,0.09967999905347824
ANS 24H RECOVERY CHARGE,MISCELLANEOUS,HOOD WIRING,0.0,300.0,COMPLAINT SUDDENLY EXCESSIVE HEAT UP CAUSE ENGINE FAN FAULTY CONTACTS CORRECTION VEHICLE TRANSPORTATION,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.24490782618522644,0.18195126950740814,0.14185313880443573,0.12040869146585464,0.09380143880844116
PARTICULATE TRAP,"DIRT,FOREIGN MATTERS",CATALYTIC SILENCER,0.0,137.837838,"INCIDENT  EDC LIGHT ON, LOSS OF POWER  CAUSE PARTICLE FILTER IS NOT REGENERATED  SOLUTION  ESTABLISH DIAG READING FAILURES FORCED REGENERATION 
CLEAR TROUBLES TEST",Defective Component,Type of Failure,Defective Part,Material Failure,Number of Parts Replaced,0.23847652971744537,0.20246188342571259,0.18178915977478027,0.12074410915374756,0.0845685824751854
CHASSIS LOOM,DEFECT,SET OF WIRING,0.0,44.0,"COMPLAINT Pneumantic suspension light is on. CAUSE Connection to the air compressor was not locked CORRECTION Searched for the problem. Checked the relay, fuses and current from 
the module. Found that the connector that goes through the air 
compressor box was not locked",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.23476751148700714,0.17151401937007904,0.1459168791770935,0.13443143665790558,0.0988275483250618
NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,193.29,"COMPLAINT fault engine and ad blue, lack of power CAUSE Defective nox sensor CORRECTION replace nox sensor",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.3394569456577301,0.21347932517528534,0.17090599238872528,0.10448475927114487,0.06891526281833649
ANS 24 HOURS,MISCELLANEOUS,LEVEL SENSOR,0.0,104.842105,"COMPLAINT  Travel time to i 
from workplace 83KM CPRZ  Travel time to i 
from work 83KM KORECTA  Travel time to i 
from work place 83KM",Type of Failure,Defective Part,Defective Component,Material Failure,Number of Parts Replaced,0.2532985806465149,0.1666775643825531,0.1656927615404129,0.10189325362443924,0.09052199870347977
REAR VAN DOORS,CRACKED,DOOR REAR,9.0,1868.38,"REKL  Right rear door torn - hinges stuck/blocked  REASON Rear door on the right torn - hinges stuck/blocked  CORRECTION  Right rear door and hinges, paint, 
Re-cut/make the rear door panel, adjust it, 
mount",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.1832762062549591,0.18283097445964813,0.13788080215454102,0.13586007058620453,0.13249331712722778
BRAKE ADJUSTER,BLOCKAGE,KIT,2.0,562.17,"DAMAGE TYPE  PARKING BRAKE FAULT LIGHT ON CAUSE  POOR EFFICIENCY (DOES NOT HOLD) + CHECKS PERFORMED 
AS PER KA000004440 AND REGISTERED 
PARKING BRAKE SHOES AS PROCEDURE 
INDICATED BY KA000004435 CORRECTION  S-R 2 PARKING BRAKE ADJUSTMENT DEVICES + REPLACEMENT 
JAWS + DIAGNOSIS",Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.4116564989089966,0.1369502693414688,0.13504497706890106,0.10291116684675217,0.08714712411165237
CONNECTION UNIT,CRACKED,HOOD WIRING,0.0,54.965518,"COMPLAINT Under bonnet fuse board broken away. CAUSE Checked over and found bracket securing fuse board cracked. CORRECTION Cleaned up area, repaired and secured fuse board.",Type of Failure,Material Failure,Defective Part,Defective Component,Number of Parts Replaced,0.20374950766563416,0.1843419075012207,0.16057007014751434,0.15240059792995453,0.10848693549633026
GEAR 3 SPEED,DEFECT,SPLITTER GEAR,1.0,1761.955789,"COMPLAINT  The problem with 2nd and 3rd gear is grinding when engaging

WPA:107711118 CPRZ  We confirm grinding noises in 2nd and 3rd gear. The box was dismantled. 
Damaged 3rd gear wheel, damaged 1/2 and 3/4 shifter and 
bearings. Total damage to the box

 CORRECTION  GEARBOX REPLACEMENT + DEFECT ASSESSMENT + SHAFT D.M 
DRIVING",Defective Component,Number of Parts Replaced,Defective Part,Total Cost Incurred,Type of Failure,0.2390023171901703,0.18327507376670837,0.17044246196746826,0.1327647566795349,0.12022824585437775
ELECTRIC AIR COMPRESSOR,NOISE,EXCHANGE AIR COMPR.,1.0,962.89, REKL  GRINDING NOISE WHEN ACTUATING THE AIR SUSPENSION   REASON COMPRESSOR INTERNAL DEFECT   CORRECTION  INSPECTION OF AIR SUSPENSION AND REPLACEMENT OF COMPRESSOR,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.2788868248462677,0.19161705672740936,0.14932790398597717,0.10446611791849136,0.09025342762470245
AD-BLUE METERING DEV MODU,DEFECT,NOZZLE,1.0,97.227368, COMPLAINT  WHITE MAINTENANCE ON THE EXHAUST   CPRZ DEFECTIVE ADBLUE INJECTOR   CORRECTION  ADBLUE INJECTOR REPLACEMENT,Defective Part,Defective Component,Type of Failure,Number of Parts Replaced,Material Failure,0.2581924498081207,0.24405577778816223,0.16226281225681305,0.11600542813539505,0.08591800183057785
PROP-SHAFT SUPPORT ASSY,DEFECT,PROP.SHAFT CARRIER,0.0,17.5,COMPLAIN  Gimbal fell CAUSE  Towing the vehicle - the gimbal holder and the gimbal itself were found to be fallen  CORRECTION  Fixed gimbal mounting,Type of Failure,Material Failure,Defective Component,Number of Parts Replaced,Defective Part,0.22024372220039368,0.16160261631011963,0.145329087972641,0.1349841207265854,0.13160184025764465
EGR VALVE,LOW OUTPUT/EFFICIENCY,EGR VALVE,21.0,1870.68,"INCIDENT  ENGINE LIGHT CAME ON THEN WENT OFF  CAUSE POOR EGR VALVE PERFORMANCE  SOLUTION  DIAGNOSIS, ELECTRICAL CONTROLS, THD 106061986, 
PROGRAMMING, REPLACE EGR VALVE. EXCEPT SCALE 
6.40H TOTAL: 1.20H FOR EXTENDED DYN AMIC TEST 
TO RECREATE FAILURE, 1 HOUR FOR DYNAMIC TEST AFTER 
ENGINE CENTRAL UPDATE, 0.40H FOR ENGINE TEST 
AFTER ENGINE CONTROL UPDATE, 2.80H FOR 
ELECT AND MECHANIC RESEARCH RANDOM FAILURE AND 1H 
FOR DYNAMIC TEST AFTER VALVE REPLACEMENT 
EGR ( )",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.14566490054130554,0.13679835200309753,0.134152352809906,0.12960276007652283,0.12139888107776642
SENSOR,DEFECT,SENSOR,1.0,350.98," REKL  VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE   REASON VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE: WHEEL SPEED SENSOR VA LEFT DEFECTIVE  CORRECTION  VARIOUS ERROR MESSAGES ABS AEBS & POWER STEERING ACTIVE: WHEEL SPEED SENSOR FRONT LEFT DEFECTIVE. DAMAGE FINDINGS DETERMINED, DEFECTIVE WHEEL ROTATION NUMBER SENSOR REPLACED. ADDITIONAL EFFORT WHEEL A/E AND SENSOR REMOVED",Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Total Cost Incurred,0.14864704012870789,0.13846543431282043,0.1324312686920166,0.12701956927776337,0.11814695596694946
INPUT SHAFT,BREAK,BALL BEARING,1.0,-1338.988814, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.3662032186985016,0.14510217308998108,0.13523191213607788,0.0885220617055893,0.08040712773799896
WINDOW REGULATOR SWITCH,DEFECT,SWITCHGEAR,1.0,68.33, CLAIM  Driver's window control does not work   CAUSE internal switch defect  SOLUTION D-M LEFT DOOR WINDOW SWITCH,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.20880098640918732,0.19795869290828705,0.1541636735200882,0.13818654417991638,0.11706433445215225
PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,155.67, DAMAGE TYPE  VEHICLE IN POWER REDUCTION   CAUSE DPF PRESSURE SENSOR   CORRECTION REPLACEMENT . SENSOR,Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.24192528426647186,0.22070886194705963,0.1846369206905365,0.11694555729627609,0.09638141095638275
SUSP.LOWER/TOP TIE-RODS,NOISE,SPRING SLEEVE,0.0,483.3," REKL  Creaking noise from the wishbone bushings in the front axle support.  REASON  Insufficient greasing.  CORRECTION  Lower wishbones on both sides a-e, bushings a-e, bearing seat cleaned and greased.",Defective Component,Type of Failure,Defective Part,Material Failure,Number of Parts Replaced,0.1837085783481598,0.17963239550590515,0.17161889374256134,0.1662147343158722,0.1105973869562149
WATER PUMP ASSEMBLY,DEFORMED,WATER PUMP HOUSING,2.0,228.046491,"TEMPERATURE  there is noise in the front. FROM WHERE  During the service check, the vehicle's circulation bearing was deformed and 
It was seen making noise. PROCEDURE  changed. The fault was fixed. Antifreeze was added for 600 TL within the service.",Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.18692302703857422,0.16295090317726135,0.15084123611450195,0.13907983899116516,0.12596361339092255
ELECTRIC ACTUATOR,COLLAPSED,KIT,1.5,482.09," REKL  PARKING BRAKE MALFUNCTION, ERROR MESSAGE   REASON PARKING BRAKE IS ADJUSTED, VALUES AND PATHS ARE NO LONGER CORRECT  CORRECTION  TROUBLESHOOTING PARKING BRAKE. SYSTEM DIAGNOSIS WITH EASY. DATA, ENTRY AND PARAMETERS COLLECTED AND EVALUATED. ACTIVE DIAGNOSTIC WITH EASY. BAKING AND FUNCTION TESTED, BASIC SETUP",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.20940758287906647,0.15690605342388153,0.13569611310958862,0.12589699029922485,0.11064698547124863
OIL DRAIN PLUG,BREAK,WASHER,2.0,66.89,"INCIDENT  MAINTENANCE EO M1 / ​​ENGINE OIL LEAK  CAUSE MAINTENANCE EO M1 / ​​SEAL BREAKAGE CAP JOINT 
OIL PAN SOLUTION  MAINTENANCE EO M1 GO LEAK CHECK / ENGINE WASH / 
OIL PAN PLUG GASKET REPLACEMENT",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.23051199316978455,0.19507025182247162,0.14488372206687927,0.12308458238840103,0.12016518414020538
SIDE COVERING,BREAK,PROTECTION,2.0,76.54, DAMAGE TYPE  BREAKING OF THE LEFT WHEEL ARCH COVERINGS  CAUSE  BROKEN UPPER AND LOWER LEFT SIDE PLASTIC COVERINGS   CORRECTION  SUB. 2 FRONT WHEEL ARCH COVERINGS. SX,Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.22491756081581116,0.18138626217842102,0.14940273761749268,0.14447598159313202,0.1230076402425766
"PRESS SENSOR, COOLING SYS",BREAK,SWITCH,1.0,67.26,COMPLAINT  CHECK FAULT CAUSE  PRESSURE SENSOR WITH BREAKAGE  FIX REPLACE SENSOR,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.23591722548007965,0.17520304024219513,0.15554234385490417,0.1246667206287384,0.10426610708236694
CAB REARVIEW MIRROR,LOOSE RETAINER,REAR MIRROR LEFT,1.0,189.487696," COMPLAINT  LEFT REARVIEW MIRROR VIBRATIONS   CPRZ THE CAUSE OF THE FAULT WAS EXCESSIVE PLAY ON THE MIRROR ARM, NO MECHANICAL DAMAGE  CORRECTION  INSPECTION, ADJUSTMENT TEST, REPLACEMENT OF THE MIRROR",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.18625891208648682,0.17443262040615082,0.15026932954788208,0.1288699358701706,0.11005348712205887
DISPLAY,DEFECTIVE CONTACTS,RADIO,0.0,35.7, INCIDENT  RADIO PROBLEM  CAUSE  DEFECTIVE CONTACTS   SOLUTION DIAG CHECK AND RESEARCH FOR RADIO PROBLEM REMOVAL REHABILITATION CONNECTION CONDITION AND TESTING,Defective Component,Defective Part,Type of Failure,Material Failure,Number of Parts Replaced,0.39976200461387634,0.21766944229602814,0.14117707312107086,0.0696953684091568,0.06752356886863708
PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,3.0,177.48,"DAMAGE TYPE  ENGINE FAILURE LIGHT ON CAUSE  DEFECTIVE PRESSURE SENSOR AND PIPES, CLOGGED DPF  CORRECTION INJECTION CHECK, DIAGNOSIS, EXHAUST CHECK, 
SENSOR AND PIPES REPLACEMENT, CANCELLATION 
ERRORS, RESETTING OF PARAMETERS, RESUME OF FIXING 
EXHAUST PIPES, FORCED VEHICLE REGENERATION, 
VEHICLE TEST ON THE ROAD",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.3119748830795288,0.25190073251724243,0.17660404741764069,0.10037732869386673,0.06256292015314102
FLANGE SEAL,DEFECT,SHAFT SEAL,1.0,50.409449, COMPLAINT  CHECKED OIL LEAKS IN THE DIFFERENTIAL AREA  CAUSE DIFFERENTIAL GROUP SIMERING FAULT  CORRECTION DIFFERENTIAL SIMERING REPLACEMENT,Material Failure,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,0.21240496635437012,0.19077327847480774,0.17684225738048553,0.14375421404838562,0.1291198581457138
FUEL INLET PIPE,FUEL LEAKS,FUEL LINE,1.0,89.95, REKL  VEHICLE GOT HOT AND WILL NO LONGER START   REASON FAN TENSIONER PULLEY GOT TOO HOT- ROLLERS BLOCKED - BELT TORN AND COOLANT HOSE AND DIESEL LINE TO TANK DAMAGED - TORN - VEHICLE NO LONGER DRIVABLE   CORRECTION DIESEL LINE FROM TANK TO ENGINE RENEWED - SYSTEM BLEEDED AND CHASSIS CLEANED,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.1945456862449646,0.14656628668308258,0.14409075677394867,0.1371098756790161,0.1308712363243103
INJECTION PUMP ASSY,DEFECT,HIGH PRESSURE PUMP,10.0,2718.532439,"COMPLAINT  SHARPS IN THE ENTIRE INJECTION SYSTEM, PUMP CLEARED 
HIGH PRESSURE THD 106633416 CPRZ  HIGH PRESSURE PUMP THD 106633416  CORRECTION REPLACEMENT OF HIGH PRESSURE PUMP, INJECTORS, 
FUEL PUMPS, HIGH PRESSURE RAILS",Defective Part,Defective Component,Number of Parts Replaced,Type of Failure,Material Failure,0.18349461257457733,0.16805778443813324,0.1632596254348755,0.14722755551338196,0.10047083348035812
THROTTLE BODY,DEFECT,VALVE HOUSING,2.0,250.98, CLAIM  UNSTABLE MOTOR  CAUSE  DEFECT IN TVA   SOLUTION PREPARATION OF THE U.D.T. STATION EDC SYSTEM DIAGNOSIS D-M ENGINE AIR FILTER ASSEMBLY D-M THROTTLE BODY,Defective Component,Defective Part,Material Failure,Type of Failure,Design Flaw,0.26599621772766113,0.18857872486114502,0.16032208502292633,0.14307080209255219,0.07639256119728088
ANS 24 HOURS,MISCELLANEOUS,HYDRAULIC LINE,0.0,216.346155,"REKL  Breakdown, can't get into gear, stands at the 
Pfingstweidstrasse, 8048 Zurich, Tel. Chauffeur 079 120 53 14 GRUND  Machine oil lines leaking  CORRECTION Distance to the breakdown site approx. 15 minutes, 13 km away - from Auto AG 
Limmattal to Pfingstweidstrasse",Type of Failure,Material Failure,Defective Component,Defective Part,Number of Parts Replaced,0.21120278537273407,0.2015964686870575,0.1724848598241806,0.14272518455982208,0.09736240655183792
"COLLARS,HOSES,SLEEVES",BREAK,RUBBER SLEEVE,3.0,102.818947," COMPLAINT  LEAK FROM TURBINE HOSE, BROKEN INTERCOOLER HOSE, REPLACEMENT OF INTERCOOLER HOSE   CPRZ LEAK FROM TURBINE PIPE , BROKEN INTERCOOLER HOSE, REPLACEMENT OF INTERCOOLER HOSE  CORRECTION ",Type of Failure,Number of Parts Replaced,Defective Part,Defective Component,Total Cost Incurred,0.1714615374803543,0.14933180809020996,0.1367267370223999,0.13434351980686188,0.12061455845832825
BEARINGS,TOO LOOSE/FLEXIBLE,SPRING LOCKWASHER,8.0,412.618946,"COMPLAINT  RUMBLING NOISE FROM THE FRONT WHEELS WHILE DRIVING FROM 
SPEEDS 50 KM/H CPRZ  PLAY IN FRONT AXLE WHEEL HUB BEARINGS  CORRECTION REPLACEMENT OF BEARINGS",Number of Parts Replaced,Defective Component,Type of Failure,Defective Part,Material Failure,0.22599124908447266,0.1545572578907013,0.15138690173625946,0.13920281827449799,0.10250964015722275
ANS 24 HOURS,MISCELLANEOUS,PUMP,0.0,742.88,"DAMAGE TYPE  DOSSIER NO. 8001790020 CAUSE  DOSSIER NO. 8001790020 CORRECTION  OFF-SITE RESCUE FOR 2 PEOPLE AT NIGHT TIME 
FROM 7.00 PM TO 10.30 PM. (3.5hr X 2)XT RATE - M/D 
MAIN DRAWBACK",Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.20619915425777435,0.15406662225723267,0.1507873833179474,0.1489594280719757,0.13518713414669037
