DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Human_error,Design_Flaw,Material,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Total Cost Incurred,Cause of Failure: Human Error,Cause of Failure: Design Flaw,Cause of Failure: Material Issue
"REKL Beleuchtung am Fz.-Anhänger ohne Funktion GRUND Wassereintritt im Stecker von der Anhängersteckdose zum 
Steuergerät KORRECTUR Reinigung und Trockner vom Stecker ohne Erfolg.
Anhängersteckdose erneuert und Funktionsproben durchführen.
",ECU 13-PIN SOCKET TRAILER,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,134.471154,"REKL  Lighting on the vehicle trailer does not work  REASON Water entry into the plug from the trailer socket to the 
Control unit CORRECTION  Cleaning and drying the plug to no avail.
Trailer socket replaced and functional tests carried out.","{'Type of Failure': 0.1876065880060196, 'Defective Component': 0.16696274280548096, 'Defective Part': 0.16689282655715942, 'Number of Parts Replaced': 0.15051443874835968, 'Cause of Failure: Material Issue': 0.11305961012840271, 'Cause of Failure: Human Error': 0.08887896686792374, 'Cause of Failure: Design Flaw': 0.0654793456196785, 'Total Cost Incurred': 0.06060545891523361}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT PRI ORPAVE ZJISTEN UNIK CHLADICI KAPALINY CAUSE NETESNY CHLADIC VODY ZE ZADNI STRANY CORRECTION VYMENA,RADIATOR,BREAK,WATER RADIATOR REMAN,1.0,226.15,COMPLAIN  COOLING LIQUID LEAK DETECTED DURING BREAKING  CAUSE WATER COOLER LEAKS FROM THE REAR SIDE  CORRECTION  EXCHANGE,"{'Type of Failure': 0.19090057909488678, 'Defective Component': 0.16559143364429474, 'Cause of Failure: Material Issue': 0.1522761583328247, 'Defective Part': 0.1281055063009262, 'Number of Parts Replaced': 0.11690326780080795, 'Cause of Failure: Design Flaw': 0.10067387670278549, 'Cause of Failure: Human Error': 0.07481291890144348, 'Total Cost Incurred': 0.07073623687028885}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT AMBER EML LIGHT ON DASH CAUSE SHORT CIRCUIT ON WIRING TO ADBLUE SENSOR CORRECTION REPAIR WIRING TO ADBLUE SENSOR,CHASSIS LOOM,SHORT CIRCUIT,FRAME WIRING,0.0,126.104651,COMPLAINT AMBER EML LIGHT ON DASH CAUSE SHORT CIRCUIT ON WIRING TO ADBLUE SENSOR CORRECTION REPAIR WIRING TO ADBLUE SENSOR,"{'Number of Parts Replaced': 0.1939917504787445, 'Type of Failure': 0.1821012943983078, 'Cause of Failure: Material Issue': 0.13789102435112, 'Defective Component': 0.12802007794380188, 'Defective Part': 0.11867174506187439, 'Cause of Failure: Design Flaw': 0.0913662239909172, 'Cause of Failure: Human Error': 0.0763804093003273, 'Total Cost Incurred': 0.07157742977142334}",0,0,1,0,0,0,0,0,0,0,0
"SICAYET MÜŞTERİMİZ SERVİSİMİZE ARIZA LAMBASI YANIYOR ARAÇTA 
ÇEKİŞ DÜŞÜKLÜĞÜ VAR ŞİKAYETİ İLE GELMİŞTİR. NEDEN ARAÇ UDT İLE KONTROL EDİLDİĞİNDE DPF AŞAĞI İŞLETİM 
YÖNÜNDEKİ ISI SENSÖRÜNDEN ARIZA VERDİĞİ GÖRÜLMÜŞTÜR. YAPILANIS ISI SENSÖRÜRÜ DEĞİŞTİRİLDİ ARIZA GİDERİLDİ.",TEMPERATURE SENSOR,SHORT CIRCUIT,EXH.GAS TEMP. SENSOR,1.0,28.382,"TEMPERATURE  OUR CUSTOMER CONTACTS OUR SERVICE. THE FAILURE LAMP IS ON IN THE VEHICLE. 
IT CAME WITH THE COMPLAINT OF LOW TRACTION. FROM WHERE  DPF DOWN OPERATION WHEN THE VEHICLE IS CONTROLLED BY UDT 
IT HAS BEEN OBSERVED THAT THE THERMAL SENSOR ON ITS DIRECTION IS FAILURED. PROCEDURE  THE TEMPERATURE SENSOR WAS CHANGED AND THE FAILURE WAS FIXED.","{'Defective Component': 0.21796570718288422, 'Type of Failure': 0.19194568693637848, 'Defective Part': 0.15140235424041748, 'Cause of Failure: Material Issue': 0.1055690348148346, 'Number of Parts Replaced': 0.09463317692279816, 'Cause of Failure: Human Error': 0.08184587955474854, 'Total Cost Incurred': 0.08020991086959839, 'Cause of Failure: Design Flaw': 0.07642821967601776}",0,0,1,0,0,0,0,0,0,0,0
REKL ICT Software-Update GRUND Notwendig KORRECTUR durchgeführt via Teleservice,BODY COMPUTER,SUNDRY,ECU-BODY COMPUTER,0.0,52.5,REKL  ICT software update  REASON Necessary  CORRECTION carried out via teleservice,"{'Type of Failure': 0.2647087872028351, 'Defective Component': 0.14545917510986328, 'Defective Part': 0.13850289583206177, 'Number of Parts Replaced': 0.13540390133857727, 'Cause of Failure: Material Issue': 0.10052961111068726, 'Total Cost Incurred': 0.08806740492582321, 'Cause of Failure: Design Flaw': 0.06795570999383926, 'Cause of Failure: Human Error': 0.05937248095870018}",0,0,1,0,0,0,0,0,0,0,0
" COMPLAINT DOORS WILL NOT LOCK  CAUSE CHECK CENTRAL LOCKING, LOCATE SHORT AT WIRING PIN CONNECTION AND FUSE BLOWN.  CORRECTION 769112100 TO LOCATE AND REPAIR WIRING CONNECTION, REPLACE BLOWN FUSE.",CHASSIS LOOM,SHORT CIRCUIT,TERMINAL,2.0,62.732559," COMPLAINT DOORS WILL NOT LOCK  CAUSE CHECK CENTRAL LOCKING, LOCATE SHORT AT WIRING PIN CONNECTION AND FUSE BLOWN.  CORRECTION 769112100 TO LOCATE AND REPAIR WIRING CONNECTION, REPLACE BLOWN FUSE.","{'Number of Parts Replaced': 0.18622136116027832, 'Type of Failure': 0.17869922518730164, 'Defective Component': 0.15566757321357727, 'Defective Part': 0.12078209966421127, 'Cause of Failure: Material Issue': 0.11714641749858856, 'Cause of Failure: Design Flaw': 0.10224373638629913, 'Cause of Failure: Human Error': 0.0892610177397728, 'Total Cost Incurred': 0.04997861012816429}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT LANE DEPARTURE WARNING ON DASH CAUSE CARRIED OUT INVESTIGATIONS- PLUG IN UDT AND FOUND NO 
COMMUNICATIONS WITH ECU- CHECKED VOLTAGE ALL OK- 
CHECKED ALL WIRING- WIRING ALL OK- INTERNAL FAILURE TO 
CAMERA CORRECTION REPLACED WITH NEW- CARRIED OUT CALBRATION AND 
TOOK 
VEHICLE ON EXTENDED ROAD TEST

-EXTRA LABOUR (SEE ATTACHED) NORTHERN 
COMMERCIALS 
WHERE THE ORIGINAL ATTENDING DEALER ON DOSSIER 
723452",REAR TV CAMERA,INTERFERENCE,TV-CAMERA,1.0,1064.116279,"COMPLAINT LANE DEPARTURE WARNING ON DASH CAUSE CARRIED OUT INVESTIGATIONS- PLUG IN UDT AND FOUND NO 
COMMUNICATIONS WITH ECU- CHECKED VOLTAGE ALL OK- 
CHECKED ALL WIRING- WIRING ALL OK- INTERNAL FAILURE TO 
CAMERA CORRECTION REPLACED WITH NEW- CARRIED OUT CALBRATION AND 
TOOK 
VEHICLE ON EXTENDED ROAD TEST

-EXTRA LABOUR (SEE ATTACHED) NORTHERN 
COMMERCIALS 
WHERE THE ORIGINAL ATTENDING DEALER ON DOSSIER 
723452","{'Number of Parts Replaced': 0.18913325667381287, 'Type of Failure': 0.1639753133058548, 'Defective Component': 0.12637752294540405, 'Cause of Failure: Material Issue': 0.1142648234963417, 'Defective Part': 0.11419222503900528, 'Total Cost Incurred': 0.10407272726297379, 'Cause of Failure: Human Error': 0.09751831740140915, 'Cause of Failure: Design Flaw': 0.09046580642461777}",0,0,1,0,0,0,0,0,0,0,0
" REKL MOTORKONTROLLE AKTIV  GRUND MOTORKONTROLLE AKTIV: AD BLUE LEITUNG AM DOSSIERER LOSE/UNDICHT  KORRECTUR MOTORKONTROLLE AKTIV: AD BLUE LEITUNG AM DOSSIERER LOSE/UNDICHT . SCHADENSBEFUND FESTGELEGT, LEITUNG A/E UND ABGEDICHTET, BEREICH GE REINIGT",PIPES AD-BLUE,FLUID LEAKS,DELIVERY LINE,0.0,138.0," REKL  ENGINE CONTROL ACTIVE   REASON ENGINE CHECK ACTIVE: AD BLUE LINE ON DOSSIERER LOOSE/LEAKING   CORRECTION  ENGINE CHECK ACTIVE: AD BLUE LINE ON DOSSIERER LOOSE/LEAKING. DAMAGE FINDINGS DETERMINED, LINE A/E AND SEALED, AREA CLEANED","{'Type of Failure': 0.18914984166622162, 'Number of Parts Replaced': 0.16716013848781586, 'Defective Component': 0.13756664097309113, 'Defective Part': 0.12204231321811676, 'Cause of Failure: Material Issue': 0.11737744510173798, 'Total Cost Incurred': 0.09676949679851532, 'Cause of Failure: Human Error': 0.08618538081645966, 'Cause of Failure: Design Flaw': 0.08374873548746109}",0,0,1,0,0,0,0,0,0,0,0
SKARGA ZAPALA SI­ KONTROLKA SILNIKA CPRZ NIEDRO®NY PRZEWOD CZUJNIKA DELTA P KORECTA UDROZNIEIE PRZEWODU ZYJNIKA DELTA P,PARTICULATE AIR TRAP SYS.,LOW OUTPUT/EFFICIENCY,PIPE,0.0,78.131992,COMPLAINT  ENGINE LIGHT IS ON  CPRZ UNCOVERED DELTA P SENSOR WIRE  CORRECTION  BLOCKAGE OF THE DELTA P VENOUS DUCT,"{'Defective Component': 0.17829358577728271, 'Type of Failure': 0.1753978729248047, 'Defective Part': 0.15710099041461945, 'Cause of Failure: Design Flaw': 0.12503379583358765, 'Cause of Failure: Material Issue': 0.12212982773780823, 'Number of Parts Replaced': 0.10333309322595596, 'Total Cost Incurred': 0.07447455078363419, 'Cause of Failure: Human Error': 0.06423633545637131}",0,1,0,0,0,0,0,0,0,0,0
" SKARGA POJAZD NIE MO®E ODPALIä Nie dziala kluczyk , a kluczyk zapasowy klient ma w Hola  CPRZ WADA PRODUKTU WEWNETRZNE WADLIWE DZIA ANIE KLUCZYKA NIE MO®NA ZAPROGRAMOWAä NIE IMMO NIE CZYTA KLUCZ  KORECTA WYMIANA KLUCZYKA",IGNITION KEY,DEFECT,TOOLS OF IGNITION,1.0,169.176734, COMPLAINT  VEHICLE CANNOT START The key does not work and the customer has a spare key in Hola   CPRZ  PRODUCT DEFECT INTERNAL MALFUNCTION OF THE KEY CANNOT BE PROGRAMMED NO IMMO DOES NOT READ THE KEY   CORRECTION  KEY REPLACEMENT,"{'Defective Component': 0.32499024271965027, 'Defective Part': 0.2565835118293762, 'Type of Failure': 0.13506516814231873, 'Number of Parts Replaced': 0.0856390967965126, 'Cause of Failure: Material Issue': 0.07164803892374039, 'Cause of Failure: Human Error': 0.04428538680076599, 'Cause of Failure: Design Flaw': 0.040954239666461945, 'Total Cost Incurred': 0.04083433747291565}",0,0,1,0,0,0,0,0,0,0,0
" SKARGA ul. Lukowska 6 - 64-600 Oborniki, Poland  CPRZ DOJAZD NA MIEJSCE AWARII ORAZ POWROT RAZEM 92KM  KORECTA DOJAZD NA MIEJSCE AWARII ORAZ POWROT RAZEM 92KM",ANS 24 HOURS,MISCELLANEOUS,LV BATTERY CABLE,0.0,82.326622," COMPLAINT  street Lukowska 6 - 64-600 Oborniki, Poland  CPRZ  ARRIVAL TO THE SITE OF FAILURE AND RETURN TOTAL 92KM   CORRECTION TOGETHER TO THE SITE OF FAILURE AND RETURN TOTAL 92KM","{'Type of Failure': 0.19580833613872528, 'Number of Parts Replaced': 0.16689831018447876, 'Total Cost Incurred': 0.1578805297613144, 'Defective Component': 0.14072966575622559, 'Defective Part': 0.1329755187034607, 'Cause of Failure: Material Issue': 0.09302175790071487, 'Cause of Failure: Human Error': 0.06510686874389648, 'Cause of Failure: Design Flaw': 0.047579050064086914}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT diagnoza - martor abs prezent in bord CAUSE senzor abs axa fata dr defect, necesar inlocuire CORRECTION inlocuit senzor abs axa fata dr",SENSOR,DEFECT,SENSOR,1.0,26.541752," COMPLAINT  diagnosis - ABS warning light present on board  CAUSE abs sensor front right axle defective, replacement required  CORRECTION  replaced front axle abs sensor right","{'Defective Component': 0.25491848587989807, 'Type of Failure': 0.19076135754585266, 'Defective Part': 0.18561333417892456, 'Number of Parts Replaced': 0.12538793683052063, 'Cause of Failure: Material Issue': 0.08817948400974274, 'Cause of Failure: Design Flaw': 0.059620171785354614, 'Cause of Failure: Human Error': 0.04788961261510849, 'Total Cost Incurred': 0.047629568725824356}",0,0,1,0,0,0,0,0,0,0,0
 REKL FZG GEHT NACH DEM STARTEN GLEICH WIEDER AUS BEF INST  GRUND FZG GEHT NACH DEM STARTEN GLEICH WIEDER AUS // VERALTETE SOFTWARE AB WERK  KORRECTUR DIAGNOSE MIT UDT ; GEFUEHRTES VERFAHREN ABGEARBEITET ; RELAIS UND SICHERUNG UND VERKABELUNG IM MOTORRAUM GEPRUEFT ; STARTANLAGE KOMP LETT DURCHGEMESSEN ; VERKLEIDUNG ARMATURENBRETT FAHRERSEITE A+E ; AUF ANWEISUNG THD EINE WEITERES GEFUEHRTES VERFAHREN ABGEARBEI TET ; STEUERGERAETE GEPRUEFT ; PROGRAMMIERUNG UEBER TLS - NEUESTE VERSION,ENGINE DRIVE CONTR.UNIT,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0.0,487.8," REKL  VEHICLE GOES OFF IMMEDIATELY AFTER STARTING BEF INST   REASON VEHICLE GOES RIGHT AFTER STARTING OFF AGAIN // OUTDATED SOFTWARE FROM THE FACTORY  CORRECTION  DIAGNOSIS WITH UDT ; PROCEDURE PROCESSED ; RELAY AND FUSE AND WIRING IN ENGINE COMPARTMENT TESTED ; STARTING SYSTEM COMPLETE MEASURED ; DASHBOARD COVERING DRIVER SIDE A+E ; UPON THD INSTRUCTIONS, ANOTHER PROCEDURE IS PROCESSED ; CONTROL UNITS TESTED ; PROGRAMMING VIA TLS - LATEST VERSION","{'Type of Failure': 0.13817869126796722, 'Number of Parts Replaced': 0.13600164651870728, 'Defective Component': 0.1359432190656662, 'Defective Part': 0.12829099595546722, 'Total Cost Incurred': 0.12220393121242523, 'Cause of Failure: Material Issue': 0.11773650348186493, 'Cause of Failure: Human Error': 0.11122937500476837, 'Cause of Failure: Design Flaw': 0.11041557788848877}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA LUZ NA KONCOWKACH DRAZKOW REAKCYJNYCH DOLNYCH PRAWEGO I LEWEGO  CPRZ KONCOWKI DRAZKOW REAKCYJNYCH  KORECTA WYMIANA KONCOWEK DRAZKOW REAKCYJNYCH DOLNYCH PRAWEGO I LEWEGO,TIE-ROD BALL JOINTS,DEFECT,JOINT FITTING,4.0,213.111579, COMPLAINT  PLAY AT THE ENDS OF THE LOWER RIGHT AND LEFT REACTION ROD   CPRZ REACTION ROD ENDS   CORRECTION  REPLACEMENT OF LOWER RIGHT AND LEFT REACTION ROD ENDS,"{'Number of Parts Replaced': 0.1949118822813034, 'Type of Failure': 0.19012285768985748, 'Defective Component': 0.15777082741260529, 'Defective Part': 0.1436348855495453, 'Cause of Failure: Material Issue': 0.09268731623888016, 'Cause of Failure: Design Flaw': 0.08288920670747757, 'Cause of Failure: Human Error': 0.07118044793605804, 'Total Cost Incurred': 0.06680254638195038}",0,0,1,0,0,0,0,0,0,0,0
 TIPO DANNO ALETTA PARASOLE DX NON TIENE LA POSIZIONE  CAUSA ALETTA PARASOLE DX NON TIENE LA POSIZIONE  CORREZIONE ALETTA PARASOLE DX NON TIENE LA POSIZIONE,SUN VISORS,COLLAPSED,SUN ROOF,1.0,62.74, DAMAGE TYPE  RIGHT SUN VISOR DOES NOT HOLD IN POSITION   CAUSE RIGHT SUN VISOR DOES NOT HOLD IN POSITION   CORRECTION  RIGHT SUN VISOR DOES NOT HOLD IN POSITION,"{'Type of Failure': 0.260649174451828, 'Defective Component': 0.20838594436645508, 'Defective Part': 0.17606127262115479, 'Cause of Failure: Material Issue': 0.10905446112155914, 'Number of Parts Replaced': 0.07368621975183487, 'Cause of Failure: Human Error': 0.06326628476381302, 'Total Cost Incurred': 0.05600658431649208, 'Cause of Failure: Design Flaw': 0.05289001017808914}",0,0,1,0,0,0,0,0,0,0,0
REKL SCHALTHEBEL BEFESTIGUNG GEBROCHEN GRUND SCHALTHEBEL BEFESTIGUNG GEBROCHEN KORRECTUR SCHALTHEBEL ERN,LEVER SUPPORT TRIM,BROKEN RETAINER,LEVER KNOB,1.0,71.3,REKL  SHIFT LEVER FASTENING BROKEN  REASON SHIFT LEVER FASTENING BROKEN  CORRECTION  SHIFT LEVER ERN,"{'Type of Failure': 0.23060674965381622, 'Number of Parts Replaced': 0.21781080961227417, 'Cause of Failure: Material Issue': 0.11284239590167999, 'Defective Part': 0.11058204621076584, 'Defective Component': 0.10854941606521606, 'Total Cost Incurred': 0.07797953486442566, 'Cause of Failure: Design Flaw': 0.07512521743774414, 'Cause of Failure: Human Error': 0.06650382280349731}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA DYM Z POD MASKI, WYSOKA TEMPERATURA SILNIKA, BRAK 
WYCIEKéW CPRZ ZABLOKOWANY ELEKTROWENTYLATOR KORECTA WYMIANA ELEKTROWENTYLATORA",WATER PUMP DRIVE PULLEY,BLOCKAGE,VENTILATOR CONTRO,1.0,398.966443,"COMPLAINT  SMOKE FROM UNDER THE HOOD, HIGH ENGINE TEMPERATURE, NO 
LEAKS CPRZ  ELECTRIC FAN BLOCKED  CORRECTION REPLACEMENT OF THE ELECTRIC FAN","{'Defective Component': 0.17671619355678558, 'Type of Failure': 0.1737491935491562, 'Number of Parts Replaced': 0.15583644807338715, 'Defective Part': 0.14727233350276947, 'Cause of Failure: Material Issue': 0.12601837515830994, 'Cause of Failure: Human Error': 0.08016470819711685, 'Cause of Failure: Design Flaw': 0.07796753197908401, 'Total Cost Incurred': 0.062275201082229614}",0,0,1,0,0,0,0,0,0,0,0
"REKL Start Stopp Schalter Probleme bei er Funktion GRUND Kabelverbindung gestÍrt KORRECTUR Paramter geprÜft, Fehlerspeicher gelÍscht, KA 000005289 bearbeitet und 
div Verbindungen gelÍst, geprÜft dazu Verkleidiungen a+e, Bat terie geprÜft",CONNECTIONS,DEFECTIVE CONTACTS,DASHBOARD WIRING,0.0,262.2,"REKL  Start stop switch problems with the function  REASON Cable connection faulty  CORRECTION  Parameters checked, error memory deleted, KA 000005289 edited and 
various connections loosened, panels a+e checked, battery checked","{'Defective Component': 0.18742536008358002, 'Type of Failure': 0.15654364228248596, 'Defective Part': 0.1553034633398056, 'Number of Parts Replaced': 0.1386602520942688, 'Cause of Failure: Design Flaw': 0.11273299902677536, 'Cause of Failure: Material Issue': 0.10663209110498428, 'Cause of Failure: Human Error': 0.07269507646560669, 'Total Cost Incurred': 0.0700070932507515}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT Huruit la rulare mai ales in vitezele inferioare CAUSE Zgomotul a fost identificat ca provenienta din interiorul 
cutie de viteze. S-a demontat si dezasamblat cutia de 
viteze.Rulmentul de sbu prinza este defect. Cementarea 
de pe el a contaminat uleiul cutiei de viteze, afectand si 
alte piese componente CORRECTION Necesar inlocuire cutie viteze",INPUT SHAFT BEARINGS,DEFECT,ROLLER CAGE,4.0,3229.613034," COMPLAINT  Roaring when driving, especially in the lower speeds  CAUSE The noise was identified as coming from inside 
gearbox. The box was dismantled and disassembled 
speeds. The sbu pinza bearing is defective. Cementation 
from it contaminated the gearbox oil, affecting also 
other component parts CORRECTION  Need to replace the gearbox","{'Defective Component': 0.27188408374786377, 'Defective Part': 0.26228731870651245, 'Type of Failure': 0.10830413550138474, 'Cause of Failure: Material Issue': 0.10751401633024216, 'Number of Parts Replaced': 0.10277971625328064, 'Cause of Failure: Design Flaw': 0.059994738548994064, 'Cause of Failure: Human Error': 0.04852057993412018, 'Total Cost Incurred': 0.0387154296040535}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT Driver was complaining that reverse buzzer is not working. CAUSE After inspection we found that buzzer is scored and need to be 
replaced.
 CORRECTION We replaced scored part with new one.",BUZZERS,SCORED,INDICATOR,1.0,29.3,"COMPLAINT Driver was complaining that reverse buzzer is not working. CAUSE After inspection we found that buzzer is scored and need to be 
replaced.
 CORRECTION We replaced scored part with new one.","{'Number of Parts Replaced': 0.17441685497760773, 'Defective Component': 0.16769085824489594, 'Defective Part': 0.1544192135334015, 'Type of Failure': 0.15176308155059814, 'Cause of Failure: Material Issue': 0.13991807401180267, 'Cause of Failure: Human Error': 0.08542761206626892, 'Cause of Failure: Design Flaw': 0.06387100368738174, 'Total Cost Incurred': 0.062493275851011276}",0,0,1,0,0,0,0,0,0,0,0
" COMPLAINT Loss of fuel  CAUSE Fuel pipe split at fuel filter  CORRECTION Replaced fuel pipe , Wash and road test",FUEL INLET PIPE,CRACKED,FUEL LINE,2.0,147.430233," COMPLAINT Loss of fuel  CAUSE Fuel pipe split at fuel filter  CORRECTION Replaced fuel pipe , Wash and road test","{'Type of Failure': 0.25103336572647095, 'Cause of Failure: Material Issue': 0.1597515195608139, 'Defective Component': 0.14804105460643768, 'Defective Part': 0.13850103318691254, 'Number of Parts Replaced': 0.12701797485351562, 'Cause of Failure: Human Error': 0.07259207218885422, 'Total Cost Incurred': 0.054276444017887115, 'Cause of Failure: Design Flaw': 0.04878651723265648}",0,0,1,0,0,0,0,0,0,0,0
" TIPO DANNO AVARIA A MOTORE ACCENSSIONE SPIE DOSSIER 8001798325  CAUSA FISSAGGIO LENTO POLO NEGATIVO BATTERIA  CORREZIONE CONTROLLO IMPIANTO ELETTRICO, CANCELLAZIONI ERRORI, SOSTITUZIONE POLO NEGATIVO BATTERIA",CABLE TERMINAL,LOOSE RETAINER,LV BATTERY CABLE,1.0,53.7," DAMAGE TYPE  ENGINE FAILURE IGNITION LIGHTS DOSSIER 8001798325   CAUSE LOOSE FIXING OF BATTERY NEGATIVE POLE   CORRECTION  CHECK ELECTRICAL SYSTEM, CLEAR ERRORS, REPLACE BATTERY NEGATIVE POLE","{'Type of Failure': 0.4133199155330658, 'Number of Parts Replaced': 0.14087191224098206, 'Defective Component': 0.12519271671772003, 'Defective Part': 0.10972002148628235, 'Cause of Failure: Material Issue': 0.08227454870939255, 'Cause of Failure: Design Flaw': 0.048770416527986526, 'Cause of Failure: Human Error': 0.04107073321938515, 'Total Cost Incurred': 0.03877977281808853}",0,0,1,0,0,0,0,0,0,0,0
"SICAYET debriyaj takılı kalıyor. NEDEN yapılan servis kontrolünde aracın debriyaj merkezinin bağlantı 
uç plastiğinin deforme olduğu ve bu nedenle takılı kaldığı 
görüldü. YAPILANIS debriyaj merkezi değişti.arıza giderildi.",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,79.858772,"TEMPERATURE  clutch stuck. FROM WHERE  During the service check, the connection of the vehicle's clutch center is checked. 
the tip plastic is deformed and therefore remains stuck 
was seen. PROCEDURE  clutch center has been changed. The fault has been resolved.","{'Type of Failure': 0.18609388172626495, 'Defective Component': 0.14925143122673035, 'Number of Parts Replaced': 0.14244301617145538, 'Cause of Failure: Material Issue': 0.1350126415491104, 'Defective Part': 0.13149723410606384, 'Cause of Failure: Design Flaw': 0.09715256839990616, 'Cause of Failure: Human Error': 0.08307232707738876, 'Total Cost Incurred': 0.07547683268785477}",0,0,1,0,0,0,0,0,0,0,0
