DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Defective Component,Defective Part,Number of Parts Replaced,Total Cost Incurred,Human Error,Design Flaw,Material Issue
"SKARGA DYM Z POD MASKI, WYSOKA TEMPERATURA SILNIKA, BRAK 
WYCIEKéW CPRZ ZABLOKOWANY ELEKTROWENTYLATOR KORECTA WYMIANA ELEKTROWENTYLATORA",WATER PUMP DRIVE PULLEY,BLOCKAGE,VENTILATOR CONTRO,1.0,398.966443,"COMPLAINT  SMOKE FROM UNDER THE HOOD, HIGH ENGINE TEMPERATURE, NO 
LEAKS CPRZ  ELECTRIC FAN BLOCKED  CORRECTION REPLACEMENT OF THE ELECTRIC FAN",Defective Component,1,0,0,0,0,0,0
"REKL Start Stopp Schalter Probleme bei er Funktion GRUND Kabelverbindung gestÍrt KORRECTUR Paramter geprÜft, Fehlerspeicher gelÍscht, KA 000005289 bearbeitet und 
div Verbindungen gelÍst, geprÜft dazu Verkleidiungen a+e, Bat terie geprÜft",CONNECTIONS,DEFECTIVE CONTACTS,DASHBOARD WIRING,0.0,262.2,"REKL  Start stop switch problems with the function  REASON Cable connection faulty  CORRECTION  Parameters checked, error memory deleted, KA 000005289 edited and 
various connections loosened, panels a+e checked, battery checked",Defective Component,1,0,0,0,0,0,0
"COMPLAINT Huruit la rulare mai ales in vitezele inferioare CAUSE Zgomotul a fost identificat ca provenienta din interiorul 
cutie de viteze. S-a demontat si dezasamblat cutia de 
viteze.Rulmentul de sbu prinza este defect. Cementarea 
de pe el a contaminat uleiul cutiei de viteze, afectand si 
alte piese componente CORRECTION Necesar inlocuire cutie viteze",INPUT SHAFT BEARINGS,DEFECT,ROLLER CAGE,4.0,3229.613034," COMPLAINT  Roaring when driving, especially in the lower speeds  CAUSE The noise was identified as coming from inside 
gearbox. The box was dismantled and disassembled 
speeds. The sbu pinza bearing is defective. Cementation 
from it contaminated the gearbox oil, affecting also 
other component parts CORRECTION  Need to replace the gearbox",Defective Component,1,0,0,0,0,0,0
"COMPLAINT Driver was complaining that reverse buzzer is not working. CAUSE After inspection we found that buzzer is scored and need to be 
replaced.
 CORRECTION We replaced scored part with new one.",BUZZERS,SCORED,INDICATOR,1.0,29.3,"COMPLAINT Driver was complaining that reverse buzzer is not working. CAUSE After inspection we found that buzzer is scored and need to be 
replaced.
 CORRECTION We replaced scored part with new one.",Number of Parts Replaced,0,0,1,0,0,0,0
" COMPLAINT Loss of fuel  CAUSE Fuel pipe split at fuel filter  CORRECTION Replaced fuel pipe , Wash and road test",FUEL INLET PIPE,CRACKED,FUEL LINE,2.0,147.430233," COMPLAINT Loss of fuel  CAUSE Fuel pipe split at fuel filter  CORRECTION Replaced fuel pipe , Wash and road test",Defective Component,1,0,0,0,0,0,0
" TIPO DANNO AVARIA A MOTORE ACCENSSIONE SPIE DOSSIER 8001798325  CAUSA FISSAGGIO LENTO POLO NEGATIVO BATTERIA  CORREZIONE CONTROLLO IMPIANTO ELETTRICO, CANCELLAZIONI ERRORI, SOSTITUZIONE POLO NEGATIVO BATTERIA",CABLE TERMINAL,LOOSE RETAINER,LV BATTERY CABLE,1.0,53.7," DAMAGE TYPE  ENGINE FAILURE IGNITION LIGHTS DOSSIER 8001798325   CAUSE LOOSE FIXING OF BATTERY NEGATIVE POLE   CORRECTION  CHECK ELECTRICAL SYSTEM, CLEAR ERRORS, REPLACE BATTERY NEGATIVE POLE",Number of Parts Replaced,0,0,1,0,0,0,0
"SICAYET debriyaj takılı kalıyor. NEDEN yapılan servis kontrolünde aracın debriyaj merkezinin bağlantı 
uç plastiğinin deforme olduğu ve bu nedenle takılı kaldığı 
görüldü. YAPILANIS debriyaj merkezi değişti.arıza giderildi.",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,79.858772,"TEMPERATURE  clutch stuck. FROM WHERE  During the service check, the connection of the vehicle's clutch center is checked. 
the tip plastic is deformed and therefore remains stuck 
was seen. PROCEDURE  clutch center has been changed. The fault has been resolved.",Defective Component,1,0,0,0,0,0,0
 REKL SEITLICHE POSITIONSLEUCHTE AUSGEFALLEN  GRUND KONTAKTPROBLEM BZW KEIN DURHGANG DER SCHLEIFKONTAKTE  KORRECTUR PRUEFUNG DER VERKABELUNG SOWIE SPANNUNGSVERSORGUNGEN; ERSATZ DER SCHLEIFKONTAKTE,DOOR CONN. FIXED PART,SHORT CIRCUIT,SLIDING CONTACT,2.0,252.73, REKL  SIDE POSITION LIGHT FAILURE   REASON CONTACT PROBLEM OR NO CONTINUITY OF THE GRINDING CONTACTS   CORRECTION  CHECKING THE WIRING AS WELL POWER SUPPLIES; REPLACEMENT OF THE GRINDING CONTACTS,Defective Component,1,0,0,0,0,0,0
"Klgomål Warning on DIP and reduced power Orsak Wiring in hose to AD-blue broken. Ändring Fault finding, read out fault codes and warning on heater wiring in hose to 
AD-blue defekt. Meassuring 1,8 M OHM. Change hose and test al ok.",PIPES AD-BLUE,BREAK,DELIVERY LINE,1.0,253.85,"Klgomål Warning on DIP and reduced power Orsak Wiring in hose to AD-blue broken. Ändring Fault finding, read out fault codes and warning on heater wiring in hose to 
AD-blue defekt. Meassuring 1,8 M OHM. Change hose and test al ok.",Defective Component,1,0,0,0,0,0,0
"COMPLAINT Svítí závada EDC. CAUSE Diagnostika, řízený postup - vadný snímač pevných částic CORRECTION Výměna",PARTICULATE SENSOR,DEFECT,PM SENSOR,1.0,211.5,"COMPLAIN  The EDC fault lights up. CAUSE  Diagnostics, guided procedure - faulty solid particle sensor  CORRECTION Replacement",Defective Component,1,0,0,0,0,0,0
" RECLAMO REVISAR AIRE ACONDICIONADO,NO FUNCIONA  CAUSA CONDENSADORA ROTA  SOLUCION REVISAR A/AC, NO FUNCIONA, REVISAR FUGAS Y VERIFICAR FUGA POR CONDENSADORA DESMONTAR Y SUSTIUTIR CONDENSADORA EFECTUAR VACIO Y RECA RGA DE GAS R134A",CONDENSOR,BREAK,AIR COND.CONDENSER,2.0,520.3," CLAIM  CHECK AIR CONDITIONING, IT DOES NOT WORK   CAUSE BROKEN CAPACITOR   SOLUTION CHECK A/AC, IT DOES NOT WORK, CHECK LEAKS AND CHECK LEAKS FROM THE CONDENSER REMOVE AND REPLACE CONDENSER VACUUM AND RECHARGE R134A GAS",Defective Component,1,0,0,0,0,0,0
"SKARGA Zanieczyszczenie, wtracenie na lakierze klapka wlewu AdBlue CPRZ Wada fabryczna powloki lakierniczej KORECTA Przelakierowanie klapki wlewu",AD-BLUE TANK DOOR,"DIRT,FOREIGN MATTERS",FLAP/COVER,0.0,87.382551,"COMPLAINT  Dirt, inclusions on the paint, AdBlue filler flap  CPRZ Manufacturing defect of paint coating  CORRECTION  Repainting the filler flap",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO FAILUREDESCR  CAUSA CAUSEDESCR  CORREZIONE CORRECTIONDESCR,CROWN WHEEL AND PINION,NOISE,BEVEL DRIVE,1.0,-1209.758389, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,Defective Component,1,0,0,0,0,0,0
 SKARGA KONTROLKA SILNIKA - OGRANICZENIE MOCY  CPRZ USZKODZONY PRZEWOD PODGRZEWACZA ADBLUE - ZLE PRZEWODZENIE ELEKTRYCZNE  KORECTA WYMIANA PRZEWODU PODGRZEWACZA ADBLUE,PIPES AD-BLUE,DEFECTIVE CONTACTS,DELIVERY LINE,1.0,97.733781, COMPLAINT  ENGINE LIGHT - POWER LIMITATION   CPRZ DAMAGED ADBLUE HEATER WIRE - BAD ELECTRICAL CONDUCTION   CORRECTION  ADBLUE HEATER CABLE REPLACEMENT,Defective Component,1,0,0,0,0,0,0
 TIPO DANNO SPIA PORTELLONE SEMPRE ACCESA  CAUSA CONNESSIONI IN CORTO  CORREZIONE SOSTITUZIONE CONNESSIONI PORTA SCORREVOLE,REAR DOOR CONNECTION,SHORT CIRCUIT,CONNECTION,2.0,56.47, DAMAGE TYPE  DOOR LIGHT ALWAYS ON  CAUSE  SHORT CONNECTIONS   CORRECTION CONNECTIONS REPLACEMENT SLIDING DOOR,Defective Component,1,0,0,0,0,0,0
" REKL VENTILDECKEL VERKLEIDUNG LOSE  GRUND LAGERUNG DER VENTILDECKELABDECKUNG AUSGESCHLAGEN  KORRECTUR LUFTFILTER A&E, VENTILDECKELABDECKUNG A&E. LAGERUNG DER VENTILDECKELABDECKUNG ERNEUERT",ROCKER TOP COVER,LOOSE RETAINER,RUBBER PLUG,1.0,68.67," REKL  VALVE COVER COVER LOOSE   REASON VALVE COVER COVER STORAGE FAILURE  CORRECTION  AIR FILTER A&E, VALVE COVER COVER A&E. VALVE COVER STORAGE RENEWED",Number of Parts Replaced,0,0,1,0,0,0,0
"KLACHT lichte gasgeur OORZAAK gasleiding lekt CORRECTIE demonteren afscherming, controleren gasflessen, zoeken met snuffelaar 
(ECONOMY) aanspannen leiding eerste cng-tank, controle ok",HIGH PRESSURE HOSE,FUEL LEAKS,FUEL LINE,0.0,58.23,"COMPLAINT  light gas odor CAUSE  gas pipe leaking  CORRECTION dismantle shielding, check gas bottles , search with sniffer 
(ECONOMY) tightening the pipe of the first CNG tank, check OK",Defective Component,1,0,0,0,0,0,0
"RECLAMO REVISAR GANCHO DE CERRADURA DE PUERTA DERECHA 
ROTO. CAUSA CERRADURA DE PUERTA DERECHA ROTO. SOLUCION REPARAR MARCO DE PUERTA, ROTURA CERRADURA DE 
PUERTA GANCHO ROTO.",SIDE WALL,BREAK,SIDE PANEL,0.0,190.0,"CLAIM  CHECK RIGHT DOOR LOCK HOOK 
BROKEN. CAUSE  RIGHT DOOR LOCK BROKEN. SOLUTION  REPAIR DOOR FRAME, BROKEN LOCK 
BROKEN DOOR HOOK.",Number of Parts Replaced,0,0,1,0,0,0,0
" SKARGA BRAK MOCY, NIE DZIA A TURBO, DU®O PALI,  CPRZ WADLIWY KONTAKT CZUJNIKA CISNIENIA DOLADOWANIA  KORECTA DIAGNOZA, WYMIANA CZUJNIKA CISNIENIA DOLADOWANIA",AIR TEMPERATURE SENSOR,DEFECTIVE CONTACTS,PRESSURE SWITCH,1.0,54.814317," COMPLAINT  LACK OF POWER, TURBO DOESN'T WORK, FUMES A LOT,   CPRZ DEFECTIVE SENSOR CONTACT BOOST PRESSURE  CORRECTION  DIAGNOSIS, REPLACEMENT OF THE BOOST PRESSURE SENSOR",Defective Component,1,0,0,0,0,0,0
COMPLAINT DEPANNAGE TE AARTSELAAR (58KM) CAUSE DEPANNAGE TE AARTSELAAR (58KM) CORRECTION DEPANNAGE TE AARTSELAAR (58KM),ANS 24 HOURS,MISCELLANEOUS,SLIDING DOOR,38.0,283.32,COMPLAINT  DEPANNAGE IN AARTSELAAR (58KM)  CAUSE DEPANNAGE IN AARTSELAAR (58KM)  CORRECTION  DEPANNAGE IN AARTSELAAR (58KM),Defective Component,1,0,0,0,0,0,0
 INCIDENT VEHICULE AMENE PAR LE CLIENT/SUR SA DEPANNEUSE CAR ROUES AR BLOQUEES  CAUSE FREIN DE PARK ELECTRIQUE BLOQUE  SOLUTION APRES CONTROLE ET PROCEDURE GUIDEE C0023-29/REMP CAOTEYR OEDAKE DE FREIN/CONTROLE APRES TRAVAUX OK,STOP LIGHT SWITCH,SHORT CIRCUIT,STOP LIGHT SWITCH,2.0,103.23, INCIDENT  VEHICLE BROUGHT BY THE CUSTOMER/ON THEIR TOW TRUCK BECAUSE THE REAR WHEELS are BLOCKED   CAUSE ELECTRIC PARK BRAKE LOCKED  SOLUTION  AFTER INSPECTION AND GUIDED PROCEDURE C0023-29/REMP CAOTEYR BRAKE OEDAKE/AFTER WORK INSPECTION OK,Defective Component,1,0,0,0,0,0,0
 REKL 107249927  GRUND CAUSEDESCR  KORRECTUR CORRECTIONDESCR,REAR AXLE ASSEMBLY,DEFECT,REAR AXLE/I,1.0,1149.09, REKL 107249927  GRUND CAUSEDESCR  KORRECTUR CORRECTIONDESCR,Material Issue,0,0,0,0,0,0,1
 RECLAMO REVISAR A/AC NO ENFRIA EN PARADO  CAUSA COMPROBAR PRESIONES DE GAS A/C Y PERDIDAS DE GAS DETECTANDO CONDENSADOR FISURADO // SE SUSTITUYE CONDENSADOR A/C.  SOLUCION D-M CONJUNTO FILTRO AIRE VACIADO LIQUIDO REFRIG. D-M DEPOSITO EXPANSION LIQUIDO RADIADOR DESAIREACION Y RECARGA INSTALACION ACONDICI ONADOR D-M CONDENSADOR ACONDICIONADOR,CONDENSOR,CRACKED,AIR COND.CONDENSER,2.0,544.93, CLAIM  CHECK A/AC IS NOT COOLING AT STOP   CAUSE CHECK A/C GAS PRESSURES AND GAS LOSSES BY DETECTING CONDENSER CRACKED // A/C CONDENSER REPLACED.  SOLUTION  D-M AIR FILTER ASSY DRAIN COOLING LIQUID. D-M RADIATOR LIQUID EXPANSION TANK DEAERATION AND RECHARGE CONDITIONER INSTALLATION D-M CONDITIONER CONDENSER,Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT martor motor, plus inducement activ, putere limitata CAUSE senzor NOX downstream defect CORRECTION Inlocuit senzor NOX downstream",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,221.657481," COMPLAINT  motor warning light, plus active induction, limited power  CAUSE NOX downstream sensor defective  CORRECTION  Replaced downstream NOX sensor",Defective Component,1,0,0,0,0,0,0
 SKARGA NIE WCHODZI 1/2 BIEG  CPRZ NIEWLASCIWA REGULACJA LINEK ZMIANY BIEGOW THD106891123  KORECTA POPRAWNE USTAWIENIE LINEK ZMIANY BIEGOW THD106891123,GEAR CONTROL ROD ASSY,INCORRECT ADJUSTMENT,FLEXIBLE CONTROL,0.0,14.896842, COMPLAINT  1/2 GEAR DOES NOT ENTER   CPRZ IMPROPER ADJUSTMENT OF SHIFT CABLES THD106891123   CORRECTION  CORRECT SETTING OF THE GEAR SHIFT CABLES THD106891123,Defective Component,1,0,0,0,0,0,0
 TIPO DANNO ... VETRO CLUSTER ROTTO  CAUSA ...ROTTURA VETRO  CORREZIONE ...SOST CLUSTER E PROGRAMAMZIONE,INDICATORS INSTRUMENT,BREAK,CLUSTER,2.0,763.11, DAMAGE TYPE  ...BROKEN CLUSTER GLASS   CAUSE ...GLASS BROKEN   CORRECTION  ...REPLACE CLUSTER AND PROGRAMMING,Defective Component,1,0,0,0,0,0,0
"REKL KEINE MOTOR OELSTAND ANZEIGE GRUND MOTOR ENTLUEFTER BLOW-BY BLOCKIERT/DEFEKT KORRECTUR OELSTAND IM MOTOR KONTROLLIERT MOTOR OELDRUCK 
UEBERPRUEFT UND GEMESSEN KURBELGEHAEUSE DRUCK 
UEBERRPRUEFT MOTOR ENTLUEFTUNG ERNEUERT MOTOR 
WAESCHE DURCHGEFUEHRT",ENGINE BREATHER,BLOCKAGE,BREATHER,6.0,385.53,"REKL  NO ENGINE OIL LEVEL INDICATOR  REASON ENGINE BREATHER BLOW-BY BLOCKED/DEFECTIVE  CORRECTION  OIL LEVEL IN ENGINE CHECKED ENGINE OIL PRESSURE 
CHECKED AND MEASURED CRANKCASE PRESSURE 
CHECKED ENGINE BLEEDING REPLACED ENGINE 
LAUNDRY DONE",Defective Component,1,0,0,0,0,0,0
"REKL Radio verliert Sender GRUND Radio reduzierte Leistung KORRECTUR Fehlersuche, DAB Radio erneuert und 
programmiert",DAB RADIO BLUETOOTH,LOW OUTPUT/EFFICIENCY,RADIO,2.0,901.39,"REKL  Radio loses stations  REASON Radio reduced performance  CORRECTION  Troubleshooting, DAB radio renewed and 
programmed",Number of Parts Replaced,0,0,1,0,0,0,0
 REKL UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM  GRUND UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM  KORRECTUR UNTERWEGSHILFE/NOTDIENST NACH FRANKFURT VON 19:03 BIS 21:00 UHR 20 KM,ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,0.0,155.75, REKL  ON THE ROAD HELP/EMERGENCY SERVICE TO FRANKFURT FROM 7:03 PM TO 9:00 PM 20 KM   REASON ON THE ROAD HELP/EMERGENCY SERVICE TO FRANKFURT FROM 7:03 PM TO 9:00 PM 20 KM  CORRECTION  ON THE ROAD HELP / EMERGENCY SERVICE TO FRANKFURT FROM 7:03 PM TO 9:00 PM 20 KM,Defective Component,1,0,0,0,0,0,0
INCIDENT PANNE EDC CAUSE DEFECTUOSITE CAPTEUR PRESSION LR SOLUTION echange capteur pression lr,WATER TEMPERATURE SENDER,DEFECTIVE CONTACTS,SWITCH,1.0,105.97,INCIDENT  EDC FAILURE CAUSE  LR PRESSURE SENSOR FAULT  SOLUTION sensor exchange lr pressure,Defective Component,1,0,0,0,0,0,0
" REKL Fehlermeldung, Kurbelwellensensor hat Kurzschluss -  GRUND Kurbelwellensensor defekt  KORRECTUR Fehlerspeicher auslesen und lÍschen, Kurbelwellensensor ersetzen",REV.COUNTER SENDER,SHORT CIRCUIT,ELECTRON.TRANSMITT,1.0,268.480769," REKL  Error message, crankshaft sensor has a short circuit -   REASON Crankshaft sensor defective   CORRECTION  Read and delete fault memory, replace crankshaft sensor",Defective Component,1,0,0,0,0,0,0
TIPO DANNO ... CAUSA ... CORREZIONE ...,ANS 24 HOURS,MISCELLANEOUS,SET OF WIRING,0.0,113.96,DAMAGE TYPE  ... CAUSE  ...  CORRECTION ...,Defective Component,1,0,0,0,0,0,0
" REKL FZG FESTSTELLBREMSE LèST NICHT  GRUND EBP-FEHLERSPEICHER VOLL, (COUNTER RESET)  KORRECTUR FEHLERSPEICHER ZURüCKGESETZT, FKT-PROBE, FESTSTELLBREMSE I.O.",BODY COMPUTER,LOW OUTPUT/EFFICIENCY,ECU-BODY COMPUTER,0.0,58.5," REKL  FZG PARKING BRAKE DOES NOT READ   REASON EBP ERROR MEMORY FULL, (COUNTER RESET)   CORRECTION  ERROR MEMORY RESET, FKT PROBE, PARKING BRAKE OK.",Number of Parts Replaced,0,0,1,0,0,0,0
" COMPLAINT Reported adblue NOx sensor faults  CAUSE Check fault memory, downstream NOx sensor fault in memory, reading out of range.  CORRECTION Check fault memory, fit new downstream NOx sensor, road test, ok.",NOX DETECTION SENSOR,DEFECTIVE CONTACTS,SENSOR,1.0,264.931033," COMPLAINT Reported adblue NOx sensor faults  CAUSE Check fault memory, downstream NOx sensor fault in memory, reading out of range.  CORRECTION Check fault memory, fit new downstream NOx sensor, road test, ok.",Defective Part,0,1,0,0,0,0,0
"SKARGA zapala sie kontrolka ASR, CPRZ zwarcie wewn²trzne, KORECTA wym.prawego czujnika ABS ko·a przedniej osi ,",SENSOR,SHORT CIRCUIT,SENSOR,1.0,52.346756,"COMPLAINT  the ASR light comes on,  CPRZ internal short circuit,  CORRECTION  dimensions of the right front ABS wheel sensor,",Defective Component,1,0,0,0,0,0,0
"SKARGA HUK Z PRZODU POJAZDU CPRZ LOZYSKA PIAST PRZEDNICH ZDEFORMOWANE 
BIEZNIE,NADMIERNY LUZ PROMIENIOWY PIAST KORECTA WYMIANA PIAST KOMPLETNYCH",BEARINGS,DEFORMED,WHEEL BEARINGS,4.0,320.185682,"COMPLAINT  RANG FROM THE FRONT OF THE VEHICLE  CPRZ FRONT HUB BEARINGS DEFORMED 
TRACKS,EXCESSIVE RADIAL PLAY, HUB CORRECTION  REPLACEMENT OF COMPLETE HUBS",Defective Component,1,0,0,0,0,0,0
"COMPLAINT ryster under kørsel CAUSE alle hjul i ubalance CORRECTION dæktilstand kontrolleret, kontrol af dæktryk, alle hjul a/p og 
optimeret - dæk 
drejet rundt på fælg for at opnå det bedste balancepunkt - herefter 
alle hjul 
afbalanceret og genmonteret",WHEEL RIM,OUT OF BALANCE,DISC WHEEL,0.0,376.005362,"COMPLAIN  shakes while driving CAUSE  all wheels out of balance  CORRECTION tire condition checked, check of tire pressure, all wheels a/p and 
optimized - tires 
turned around on the rim to achieve the best balance point - hereafter 
all wheels 
balanced and reassembled",Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA GRZEJ SIE KO A TY CPRZ ZABLOKOWANE MECHANIZMY WYSUWUZACISKOW HAMULCOWYCH 
KOL TYLNYCH KORECTA WYMIANA PROWADNIC ZACISKOW HAMULCOWYCH TYL",BRAKE CALIPER GUIDING PIN,BLOCKAGE,KIT-BRAKE CALIPER,2.0,162.909474,"COMPLAINT  WARM YOURSELF AND YOU  CPRZ LOCKED BRAKE CALIPER DISPLACEMENT MECHANISMS 
REAR WHEELS CORRECTION  REPLACEMENT OF REAR BRAKE CALIPER GUIDES",Number of Parts Replaced,0,0,1,0,0,0,0
"RECLAMO PERDIDA DE ANTICONGELANTE CAUSA MANGUITO BOTELLA EXPANSION CON FISURAS PROVOCANDO 
PERDIDA DE AGUA SOLUCION SUST. MANGUITO BOTE EXPANSION",PIPES,CRACKED,WATER PIPE,1.0,26.43,"CLAIM  LOSS OF ANTIFREEZE CAUSE  EXPANSION BOTTLE SLEEVE WITH CRACKS CAUSING 
WATER LOSS SOLUTION  NOUN EXPANSION CAN SLEEVE",Defective Component,1,0,0,0,0,0,0
 SKARGA PEKNIETY PRZEWOD INTERCOOLERA  CPRZ PEKNIETY PRZEWOD INTERCOOLERA - WADA MATERIALU  KORECTA WYMIANA PRZEWODU INTERCOOLERA,SLEEVES,DEFECTIVE CASTINGS/DIE,RUBBER SLEEVE,2.0,120.848421, COMPLAINT  BROKEN INTERCOOLER HOSE   CPRZ BROKEN INTERCOOLER HOSE - MATERIAL DEFECT   CORRECTION  INTERCOOLER HOSE REPLACEMENT,Material Issue,0,0,0,0,0,0,1
"REKL WARNLAMPE TACHO / GESCHWINDIGKEITSANZEIGE GRUND ÜBERWACHUNG ELEKTRISCHE ANLAGE GETRIEBE KORRECTUR DIAGNOSE ERSTELLEN 
KOMPONETTEN UND KABELBAUM AUSMESSEN 
GESCHWINDIKEITSÜBERWACHNUNG INSTAND SETZEN",GEARBOX CONTROL UNIT CONN,DEFECTIVE CONTACTS,KITAS SENSOR,1.0,656.403846,"REKL  WARNING LAMP SPEEDOMETER / SPEED INDICATOR  REASON MONITORING ELECTRICAL SYSTEM TRANSMISSION  CORRECTION CREATE DIAGNOSIS 
MEASURE COMPONENTS AND WIRING HARNESS 
REPAIR SPEED MONITORING",Number of Parts Replaced,0,0,1,0,0,0,0
 SKARGA DRZWI SUWANE UDERZAJ W SLUPEK  CPRZ PRZEKOSZONE DRZWI SUWANE  KORECTA REGULACJA NA WOSKACH DRZWI SUWANYCH,VAN SLIDING DOOR,LOOSE RETAINER,SUPPORT,0.0,64.505263, COMPLAINT  SLIDING DOOR HIT THE POST   CPRZ CROSSED SLIDING DOORS   CORRECTION  ADJUSTMENT ON SLIDING DOOR WAXES,Defective Component,1,0,0,0,0,0,0
REKL Fahrzeug Springt morgens nicht an GRUND Batterie mit EASY BATT geprüft-Batterie defekt KORRECTUR Batterie erneuert,BATTERY,DEFECT,BATTERY,1.0,390.27,REKL  Vehicle won't start in the morning  REASON Battery tested with EASY BATT - battery defective  CORRECTION  Battery replaced,Defective Component,1,0,0,0,0,0,0
SKARGA HOLOWANIE 314KM CPRZ HOLOWANIE 314KM KORECTA HOLOWANIE 314KM,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,WATER PUMP,0.0,465.883669,COMPLAINT  TOWING 314KM CPRZ  TOWING 314KM  CORRECTION TOWING 314KM,Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT DLOUHY CHOD RUCNI BRZDY, KONTROLA BRZD, HREJI SE CAUSE ZABLOKOVANA PAKA RUCNI BRZDY LEVEHO ZADNIHO TRMENE 
BRDZ CORRECTION VYMENA",BRAKE CALIPER,BLOCKAGE,BRAKE SADDLE,1.0,301.9,"COMPLAIN  HANDBRAKE LONG RUN, BRAKE CHECK, I'M WARM UP  CAUSE HAND BRAKE LEVER STUCK ON THE LEFT REAR CALIPER 
BRDZ  CORRECTION  EXCHANGE",Defective Part,0,1,0,0,0,0,0
 COMPLAINT ATTEND BREAKDOWN  CAUSE ATTEND BREAKDOWN  CORRECTION ATTEND BREAKDOWN,ANS 24 HOURS,MISCELLANEOUS,STARTER MOTOR,0.0,86.976744, COMPLAINT ATTEND BREAKDOWN  CAUSE ATTEND BREAKDOWN  CORRECTION ATTEND BREAKDOWN,Defective Component,1,0,0,0,0,0,0
 RECLAMO LUZ AVERIA MOTOR ENCENDIDA  CAUSA CONECTOR SENSOR TEMPERATURA CATALIZADOR SULFATADO  SOLUCION SANEAR CONECTOR SENSOR TEMPERATURA,TEMPERATURE SENSOR,SHORT CIRCUIT,DUMMY MATERIAL FOR CAUSAL PART,0.0,43.44, CLAIM  ENGINE FAULT LIGHT ON   CAUSE  SULPHATE CATALYST TEMPERATURE SENSOR CONNECTOR   SOLUTION  HEALTH TEMPERATURE SENSOR CONNECTOR,Defective Component,1,0,0,0,0,0,0
COMPLAINT MARTOR MOTOR APRINS IN BORD SI LIMITEAZA MASINA CAUSE INCALZITOR AD BLUE CORRECTION INLOCUIT INCALZIRTOR AD BLUE,PIPES AD-BLUE,DEFECTIVE CONTACTS,DELIVERY LINE,1.0,137.802445, COMPLAINT  ENGINE LIGHT ON ON BOARD AND LIMITING THE CAR  CAUSE AD BLUE HEATER  CORRECTION AD BLUE HEATER REPLACED,Defective Part,0,1,0,0,0,0,0
"TIPO DANNO VEICOLO IN SALITA SURRISCALDA, LANCETTA SUL ROSSO CAUSA TERMOSTATO DIFETTOSO CORREZIONE SOSTITUZIONE TERMOSTATO",THERMOSTAT,DEFECT,THERMOSTAT,2.0,80.43,"DAMAGE TYPE  VEHICLE ON UPHILL OVERHEATS, NECK ON RED  CAUSE DEFECTIVE THERMOSTAT  CORRECTION THERMOSTAT REPLACEMENT",Defective Component,1,0,0,0,0,0,0
COMPLAINT Z diferenciálu uniká olej CAUSE Kontrola- vadné gufero CORRECTION Výměna,FLANGE SEAL,INCORRECT CLEARANCE,SHAFT SEAL,2.0,79.47,COMPLAIN  Oil is leaking from the differential CAUSE  Check- defective gufero  CORRECTION Replacement,Defective Component,1,0,0,0,0,0,0
"REKL TPMS Anlage Fehlermeldung GRUND Steuergerät schadhafter Kontakt KORRECTUR Fehlerspeicher ausgelesen, Reifen überprüft, Anlage resetet",TYRE PRESSURE ECU,DEFECTIVE CONTACTS,ELECTR. CONTR. UNIT,0.0,83.7,"REKL  TPMS system error message  REASON Control unit defective contact  CORRECTION  Fault memory read, tires checked, system reset",Defective Component,1,0,0,0,0,0,0
TIPO DANNO PERDITA OLIO CAUSA PERDITA OLIO DA COPPA DIFFERENZIALE CORREZIONE SOST COMPONENTI INTERNI CAUSA MANCANZA OLIO,DIFFERENTIAL REAR AXLE,BREAK,ADHESIVE,9.8,931.0,DAMAGE TYPE  OIL LEAK CAUSE  OIL LEAK FROM DIFFERENTIAL PAN  CORRECTION REPLACE INTERNAL COMPONENTS CAUSE MISSING OIL,Defective Part,0,1,0,0,0,0,0
